"","id_rh","Nombre_rh","Area_Km2","PrecipitacionNormal","EscurrimientoNaturalMedioSuperficial","ImportacionesExportacionesOtrosPaises","EscurrimientoNaturalMedioSuperficialTotal","No_Cuencas","anio"
"373","3","B.C. Suroeste","29722","184.000000000000","318.400000000000","","318.400000000000","15",2009
"374","4","B.C. Noreste","14418","190.000000000000","105.100000000000","","105.100000000000","8",2009
"375","5","B.C. Centro-Este","13626","101.000000000000","53.500000000000","","53.500000000000","15",2009
"376","6","B.C. Sureste","11558","274.000000000000","218.500000000000","","218.500000000000","14",2009
"377","7","Río Colorado","6911","107.000000000000","13.400000000000","1850","1863.600000000000","1",2009
"378","8","Sonora Norte","61429","304.000000000000","139.000000000000","","139.000000000000","5",2009
"379","9","Sonora Sur","139370","505.000000000000","4934.500000000000","","4934.500000000000","16",2009
"380","10","Sinaloa","103483","713.000000000000","14408.000000000000","","14408.000000000000","21",2009
"381","11","Presidio-San Pedro","51717","818.000000000000","7955.500000000000","","7955.500000000000","19",2009
"382","12","Lerma-Santiago","132916","723.000000000000","13636.900000000000","","13636.900000000000","58",2009
"383","13","Río Huicicila","5225","1387.000000000000","1277.200000000000","","1277.200000000000","6",2009
"384","14","Río Ameca","12255","1020.000000000000","2235.500000000000","","2235.500000000000","9",2009
"385","15","Costa de Jalisco","12967","1175.000000000000","3683.800000000000","","3683.800000000000","11",2009
"386","16","Armería-Coahuayana","17628","908.000000000000","3985.500000000000","","3985.500000000000","10",2009
"387","17","Costa de Michoacán","9205","888.000000000000","1612.400000000000","","1612.400000000000","6",2009
"388","18","Balsas","118268","952.000000000000","17056.500000000000","","17056.500000000000","15",2009
"389","19","Costa Grande de Guerrero","12132","1234.000000000000","6090.650000000000","","6090.650000000000","28",2009
"390","20","Costa Chica de Guerrero","39936","1391.000000000000","18713.549999999999","","18713.549999999999","32",2009
"391","21","Costa de Oaxaca","10514","967.000000000000","3389.200000000000","","3389.200000000000","19",2009
"392","22","Tehuantepec","16363","821.000000000000","2606.200000000000","","2606.200000000000","15",2009
"393","23","Costa de Chiapas","12293","2347.000000000000","9603.799999999999","2950","12553.799999999999","25",2009
"394","24","Bravo-Conchos","229740","453.000000000000","5587.700000000000","-432","5155.700000000000","37",2009
"395","25","San Fernando-Soto la Marina","54961","757.000000000000","4328.200000000000","","4328.200000000000","45",2009
"396","26","Pánuco","96989","892.000000000000","20329.500000000000","","20329.500000000000","77",2009
"397","27","Norte de Veracruz (Tuxpan-Nautla)","26592","1427.000000000000","14305.700000000001","","14305.700000000001","12",2009
"398","28","Papaloapan","57355","1460.000000000000","49951.400000000001","","49951.400000000001","18",2009
"399","29","Coatzacoalcos","30217","1946.000000000000","39481.599999999999","","39481.599999999999","15",2009
"400","30","Grijalva-Usumacinta","102465","1709.000000000000","73465.589999999997","44080","117545.789999999990","83",2009
"401","31","Yucatán Oeste","25443","1229.000000000000","590.600000000000","","590.600000000000","2",2009
"402","32","Yucatán Norte","58135","1091.000000000000","0.000000000000","","0.000000000000","0",2009
"403","33","Yucatán Este","38308","1243.000000000000","1124.800000000000","864","1989.200000000000","1",2009
"404","34","Cuencas Cerradas del Norte","90829","404.000000000000","1701.300000000000","","1701.300000000000","22",2009
"405","35","Mapimí","62639","361.000000000000","957.400000000000","","957.400000000000","6",2009
"406","36","Nazas-Aguanaval","93032","425.000000000000","1911.600000000000","","1911.600000000000","16",2009
"407","37","El Salado","87801","431.000000000000","2636.900000000000","","2636.900000000000","8",2009
"408","1","B.C. Noroeste","28492","248.849193780000","359.000000000000","","359.000000000000","16",2008
"409","2","B.C. Centro-Oeste","44314","102.503772140000","449.000000000000","","449.000000000000","16",2008
"410","3","B.C. Suroeste","29722","184.239358060000","318.400000000000","","318.400000000000","15",2008
"411","4","B.C. Noreste","14418","190.350575050000","105.100000000000","","105.100000000000","8",2008
"412","5","B.C. Centro-Este","13626","101.332532620000","53.500000000000","","53.500000000000","15",2008
"413","6","B.C. Sureste","11558","274.080082320000","218.500000000000","","218.500000000000","14",2008
"414","7","Río Colorado","6911","106.783615320000","13.400000000000","1850","1863.400000000000","1",2008
"415","8","Sonora Norte","61429","303.819749590000","139.000000000000","","139.000000000000","5",2008
"416","9","Sonora Sur","139370","504.487237750000","4934.500000000000","","4934.500000000000","16",2008
"417","10","Sinaloa","103483","713.078848490000","14408.000000000000","","14408.000000000000","21",2008
"418","11","Presidio-San Pedro","51717","818.441431250000","7955.500000000000","","7955.500000000000","19",2008
"419","12","Lerma-Santiago","132916","722.483846350000","13636.900000000000","","13636.900000000000","58",2008
"420","13","Río Huicicila","5225","1387.330215060000","1277.200000000000","","1277.200000000000","6",2008
"421","14","Río Ameca","12255","1020.187736100000","2235.500000000000","","2235.500000000000","9",2008
"422","15","Costa de Jalisco","12967","1175.354365500000","3683.800000000000","","3683.800000000000","11",2008
"423","16","Armería-Coahuayana","17628","908.352646300000","3985.500000000000","","3985.500000000000","0",2008
"424","17","Costa de Michoacán","9205","888.054157730000","1612.400000000000","","1612.400000000000","0",2008
"425","18","Balsas","118268","951.612494350000","17056.500000000000","","17056.500000000000","15",2008
"426","19","Costa Grande de Guerrero","12132","1234.164456260000","6090.700000000000","","6090.700000000000","28",2008
"427","20","Costa Chica de Guerrero","39936","1390.896794000000","18713.599999999999","","18713.599999999999","32",2008
"428","21","Costa de Oaxaca","10514","966.546121080000","3389.200000000000","","3389.200000000000","19",2008
"429","22","Tehuantepec","16363","821.198971380000","2606.200000000000","","2606.200000000000","15",2008
"430","23","Costa de Chiapas","12293","2347.317608540000","9603.799999999999","2950","12553.799999999999","25",2008
"431","24","Bravo-Conchos","229740","453.259194410000","5587.700000000000","-432","5155.700000000000","37",2008
"432","25","San Fernando-Soto la Marina","54961","757.317105240000","4328.200000000000","","4328.200000000000","45",2008
"433","26","Pánuco","96989","891.781557100000","20329.500000000000","","20329.500000000000","77",2008
"434","27","Norte de Veracruz (Tuxpan-Nautla)","26592","1427.059158250000","14305.700000000001","","14305.700000000001","5",2008
"435","28","Papaloapan","57355","1459.855769300000","49951.400000000001","","49951.400000000001","18",2008
"436","29","Coatzacoalcos","30217","1946.415857460000","39481.599999999999","","39481.599999999999","15",2008
"437","30","Grijalva-Usumacinta","102465","1708.754688710000","73465.600000000006","44080","117545.600000000010","83",2008
"438","31","Yucatán Oeste","25443","1228.553297300000","590.600000000000","","590.600000000000","2",2008
"439","32","Yucatán Norte","58135","1091.251171510000","0.000000000000","","0.000000000000","0",2008
"440","33","Yucatán Este","38308","1243.437667540000","1124.800000000000","864","1988.800000000000","1",2008
"441","34","Cuencas Cerradas del Norte","90829","404.275113170000","1701.300000000000","","1701.300000000000","0",2008
"442","35","Mapimí","62639","360.803861930000","957.400000000000","","957.400000000000","6",2008
"443","36","Nazas-Aguanaval","93032","425.344972830000","1911.600000000000","","1911.600000000000","16",2008
"444","37","El Salado","87801","430.639034790000","2636.900000000000","","2636.900000000000","8",2008
"445","1","B.C. Noroeste","28492","249.404145400000","359.000000000000","","359.000000000000","16",2007
"446","2","B.C. Centro-Oeste","44314","100.862623400000","449.000000000000","","449.000000000000","16",2007
"447","3","B.C. Suroeste","29722","184.676322200000","318.400000000000","","318.400000000000","15",2007
"448","4","B.C. Noreste","14418","180.741333300000","105.100000000000","","105.100000000000","8",2007
"449","5","B.C. Centro-Este","13626","100.477566700000","53.500000000000","","53.500000000000","15",2007
"450","6","B.C. Sureste","11558","284.679479700000","218.500000000000","","218.500000000000","14",2007
"451","7","Río Colorado","6911","100.281002200000","13.400000000000","1850","1863.400000000000","1",2007
"452","8","Sonora Norte","61429","301.150639000000","139.000000000000","","139.000000000000","5",2007
"453","9","Sonora Sur","139370","507.165309800000","4934.500000000000","","4934.500000000000","16",2007
"454","10","Sinaloa","103483","715.886965700000","14408.000000000000","","14408.000000000000","19",2007
"455","11","Presidio-San Pedro","51717","815.201330000000","7955.500000000000","","7955.500000000000","4",2007
"456","12","Lerma-Santiago","132916","723.231150200000","13636.900000000000","","13636.900000000000","52",2007
"457","13","Río Huicicila","5225","1396.207273000000","1277.200000000000","","1277.200000000000","0",2007
"458","14","Río Ameca","12255","1022.685745000000","2235.500000000000","","2235.500000000000","0",2007
"459","15","Costa de Jalisco","12967","1185.455642000000","3683.800000000000","","3683.800000000000","0",2007
"460","16","Armería-Coahuayana","17628","911.335179500000","3882.000000000000","","3882.000000000000","0",2007
"461","17","Costa de Michoacán","9205","890.885923000000","1635.400000000000","","1635.400000000000","0",2007
"462","18","Balsas","118268","949.668729300000","17056.500000000000","","17056.500000000000","15",2007
"463","19","Costa Grande de Guerrero","12132","1232.031050000000","6090.700000000000","","6090.700000000000","28",2007
"464","20","Costa Chica de Guerrero","39936","1393.125366000000","18713.600000000000","","18713.600000000000","32",2007
"465","21","Costa de Oaxaca","10514","971.197727500000","3389.200000000000","","3389.200000000000","19",2007
"466","22","Tehuantepec","16363","824.865001300000","2606.200000000000","","2606.200000000000","15",2007
"467","23","Costa de Chiapas","12293","2352.665865000000","9603.800000000000","2950","12553.800000000000","25",2007
"468","24","Bravo-Conchos","229740","448.549237200000","5587.700000000000","-432","5155.700000000000","0",2007
"469","25","San Fernando-Soto la Marina","54961","758.513242600000","4328.200000000000","","4328.200000000000","45",2007
"470","26","Pánuco","96989","889.196260400000","20329.500000000000","","20329.500000000000","0",2007
"471","27","Norte de Veracruz (Tuxpan-Nautla)","26592","1423.208059000000","14305.700000000000","","14305.700000000000","5",2007
"472","28","Papaloapan","57355","1447.054603000000","49951.400000000000","","49951.400000000000","12",2007
"473","29","Coatzacoalcos","30217","1953.762452000000","39481.600000000000","","39481.600000000000","9",2007
"474","30","Grijalva-Usumacinta","102465","1708.923315000000","73465.600000000000","44080","117545.600000000000","83",2007
"475","31","Yucatán Oeste","25443","1227.415277000000","590.600000000000","","590.600000000000","2",2007
"476","32","Yucatán Norte","58135","1092.397132000000","0.000000000000","","0.000000000000","0",2007
"477","33","Yucatán Este","38308","1239.811065000000","1124.800000000000","864","1988.800000000000","1",2007
"478","34","Cuencas Cerradas del Norte","90829","407.761129700000","1701.300000000000","","1701.300000000000","0",2007
"479","35","Mapimí","62639","355.704118400000","957.400000000000","","957.400000000000","0",2007
"480","36","Nazas-Aguanaval","93032","422.073656500000","1911.600000000000","","1911.600000000000","0",2007
"481","37","El Salado","87801","428.233876400000","2636.900000000000","","2636.900000000000","8",2007
"482","1","B.C. Noroeste","28492","203.593340200000","359.000000000000","","359.000000000000","0",2006
"483","2","B.C. Centro-Oeste","44314","186.143021600000","449.000000000000","","449.000000000000","0",2006
"484","3","B.C. Suroeste","29722","176.046046500000","318.400000000000","","318.400000000000","0",2006
"485","4","B.C. Noreste","14418","203.593340200000","105.100000000000","","105.100000000000","0",2006
"486","5","B.C. Centro-Este","13626","192.537514700000","53.500000000000","","53.500000000000","0",2006
"487","6","B.C. Sureste","11558","176.046046500000","218.500000000000","","218.500000000000","0",2006
"488","7","Río Colorado","6911","250.829883700000","13.000000000000","1850","1863.000000000000","0",2006
"489","8","Sonora Norte","61429","428.824523600000","139.000000000000","","139.000000000000","0",2006
"490","9","Sonora Sur","139370","427.670435200000","4934.500000000000","","4934.500000000000","0",2006
"491","10","Sinaloa","103483","617.429992800000","14408.000000000000","","14408.000000000000","11",2006
"492","11","Presidio-San Pedro","51717","653.887570300000","8078.500000000000","","8078.500000000000","0",2006
"493","12","Lerma-Santiago","132916","717.676005100000","13842.400000000000","","13842.400000000000","52",2006
"494","13","Río Huicicila","5225","994.101846300000","1228.400000000000","","1228.400000000000","0",2006
"495","14","Río Ameca","12255","884.631612500000","2165.400000000000","","2165.400000000000","0",2006
"496","15","Costa de Jalisco","12967","834.984523000000","3683.800000000000","","3683.800000000000","0",2006
"497","16","Armería-Coahuayana","17628","838.351191800000","3882.000000000000","","3882.000000000000","0",2006
"498","17","Costa de Michoacán","9205","804.785754400000","1635.400000000000","","1635.400000000000","0",2006
"499","18","Balsas","118268","1039.446896000000","17056.500000000000","","17056.500000000000","0",2006
"500","19","Costa Grande de Guerrero","12132","1112.400398000000","6090.700000000000","","6090.700000000000","0",2006
"501","20","Costa Chica de Guerrero","39936","1350.335098000000","18713.600000000000","","18713.600000000000","0",2006
"502","21","Costa de Oaxaca","10514","1522.676193000000","3389.200000000000","","3389.200000000000","0",2006
"503","22","Tehuantepec","16363","1522.676193000000","2606.200000000000","","2606.200000000000","0",2006
"504","23","Costa de Chiapas","12293","1968.882747000000","9603.800000000000","2950","12553.800000000000","0",2006
"505","24","Bravo-Conchos","229740","431.670306700000","5587.700000000000","-432","5155.700000000000","0",2006
"506","25","San Fernando-Soto la Marina","54961","731.346986800000","4328.200000000000","","4328.200000000000","0",2006
"507","26","Pánuco","96989","886.352923600000","20329.500000000000","","20329.500000000000","0",2006
"508","27","Norte de Veracruz (Tuxpan-Nautla)","26592","1379.522452000000","16033.700000000000","","16033.700000000000","0",2006
"509","28","Papaloapan","57355","1475.312980000000","50887.300000000000","","50887.300000000000","12",2006
"510","29","Coatzacoalcos","30217","1680.947132000000","44141.430000000000","","44141.430000000000","0",2006
"511","30","Grijalva-Usumacinta","102465","1872.153962000000","73465.600000000000","44080","117545.600000000000","2",2006
"512","31","Yucatán Oeste","25443","1140.595799000000","590.600000000000","","590.600000000000","2",2006
"513","32","Yucatán Norte","58135","1141.568529000000","0.000000000000","","0.000000000000","0",2006
"514","33","Yucatán Este","38308","1224.221617000000","1124.800000000000","864","1988.800000000000","1",2006
"515","34","Cuencas Cerradas del Norte","90829","422.461115800000","1701.300000000000","","1701.300000000000","0",2006
"516","35","Mapimí","62639","383.740433000000","952.200000000000","","952.200000000000","0",2006
"517","36","Nazas-Aguanaval","93032","464.609556900000","2508.000000000000","","2508.000000000000","0",2006
"518","37","El Salado","87801","703.367043300000","2636.900000000000","","2636.900000000000","0",2006
