id_rh,anio,vmae,vaeas,dma,p,prec,Nombre_rh,Area_Km2,PrecipitacionNormal,EscurrimientoNaturalMedioSuperficial,ImportacionesExportacionesOtrosPaises,EscurrimientoNaturalMedioSuperficialTotal,No_Cuencas
12,2017,13061.619,26068.053,7837.617,9902.24203491983,629.2,Lerma-Santiago,132916,717,13061.619196414,0,13061.619196414,58
12,2018,13061.618999999999,26068.053,7837.617,9902.2420349198,893.4925000000001,Lerma-Santiago,132916,717.12,13061.619196414,0,13061.619196414,58
12,2019,13061.619,26068.053,7837.617,9902.24203491983,632.878624896706,Lerma-Santiago,132916,717,13061.619196414,0,13061.619196414,58
12,2020,13239.731,24778.156,1283.9787333333334,9927.456359474978,627.9005069433044,NA,NA,NA,NA,0,NA,NA
12,2021,13264.190220572564,24778.156,NA,10154.515398904347,632.5194378330971,NA,NA,NA,NA,0,NA,NA
12,2022,13251.335732984933,24778.156,NA,10035.185038587064,633.774216300299,NA,NA,NA,NA,0,NA,NA
12,2023,13281.32674809418,24778.156,NA,10313.596652808963,637.947126922197,NA,NA,NA,NA,0,NA,NA
13,2005,1277.24,93.14,1253.5,1253.3526846372795,1230.9696999999999,NA,NA,NA,NA,0,NA,NA
13,2006,1277.24,93.14,1253.5,1253.3526846372795,1245.4941,Río Huicicila,5225,994.1018463,1228.4,0,1228.4,0
13,2007,1277.24,93.14,1253.5,1253.3526846372795,980.91175,Río Huicicila,5225,1396.207273,1277.2,0,1277.2,0
13,2008,1277.2399999999998,93.14,1253.5,1253.352684637279,1523.2956250000002,Río Huicicila,5225,1387.33021506,1277.2,0,1277.2,6
13,2009,1277.24,93.14,1253.5,1253.3526846372795,1050.2972,Río Huicicila,5225,1387,1277.2,0,1277.2,6
13,2010,1277.24,93.14,1253.5,1253.3526846372795,1548.4383,Río Huicicila,5225,1387,1277.24,0,1277.24,6
13,2011,1277.24,142.6830909090909,1253.5,1245.03868386385,1250.354439,Río Huicicila,5225,1399.55,1277,0,1277,6
13,2012,1277.24,142.6830909090909,1253.5,1245.03868386385,1267.45199975,Río Huicicila,5225,1399.55,1277.2,0,1277.2,6
13,2013,1279.2029999999997,119.943,1248.259,1251.9496319987925,1265.6750000000002,Río Huicicila,5225,1399.55,1277.2,0,1277.2,6
13,2014,1279.203,119.943,1248.259,1251.9496319987927,1329.45,Río Huicicila,5225,1399.55,1279.2,0,1279.2,6
13,2015,1279.203,119.943,1248.259,1251.9496319987927,1286.875,Río Huicicila,5225,1399.55,1279.2,0,1279.2,6
13,2016,1266.021,152.851,1224.171,1225.6445672371688,1302.0175,Río Huicicila,5225,1400,1266.02139050071,0,1266.02139050071,6
13,2017,1266.0210000000002,152.851,1224.171,1225.6445672371692,1301.325,Río Huicicila,5225,1400,1266.02139050071,0,1266.02139050071,6
13,2018,1266.021,152.851,1224.171,1225.6445672371688,1344.18,Río Huicicila,5225,1399.55,1266.02139050071,0,1266.02139050071,6
13,2019,1266.021,152.851,1224.171,1225.6445672371688,1156.8018653115375,Río Huicicila,5225,1400,1266.02139050071,0,1266.02139050071,6
13,2020,1330.067,318.861,1297.92,1298.7603595035548,1156.9578137003425,NA,NA,NA,NA,0,NA,NA
13,2021,1299.7963461081777,318.861,NA,1251.0358393604474,1156.95781378936,NA,NA,NA,NA,0,NA,NA
13,2022,1304.6822097411937,318.861,NA,1258.7388608479791,1156.95781378936,NA,NA,NA,NA,0,NA,NA
13,2023,1310.7775355489166,318.861,NA,1268.348712697531,1156.95781378936,NA,NA,NA,NA,0,NA,NA
14,2005,2235.46,304.83,5556.6900000000005,5653.374923039767,919.6725,NA,NA,NA,NA,0,NA,NA
14,2006,2235.46,304.83,5556.6900000000005,5653.374923039767,953.0468000000001,Río Ameca,12255,884.6316125,2165.4,0,2165.4,0
14,2007,2235.46,304.83,5556.6900000000005,5653.374923039767,921.3473,Río Ameca,12255,1022.685745,2235.5,0,2235.5,0
14,2008,2235.46,304.83,5556.6900000000005,5653.374923039767,1167.0009,Río Ameca,12255,1020.1877361,2235.5,0,2235.5,9
14,2009,2235.46,304.83,5556.6900000000005,5653.374923039767,679.9184,Río Ameca,12255,1020,2235.5,0,2235.5,9
14,2010,2235.46,304.83,5556.6900000000005,5653.374923039767,1107.5866,Río Ameca,12255,1020,2235.46,0,2235.46,9
14,2011,2235.46,365.9527272727273,5556.6900000000005,4942.849219865769,943.643756,Río Ameca,12255,1062.51,2236,0,2236,9
14,2012,2235.46,365.9527272727273,5556.6900000000005,4942.849219865769,949.111196,Río Ameca,12255,1062.51,2235.5,0,2235.5,9
14,2013,2204.687,390.793,5461.668,6132.92845559317,1084.91,Río Ameca,12255,1062.51,2235.5,0,2235.5,9
14,2014,2204.687,390.793,5461.668,6132.92845559317,1043.7,Río Ameca,12255,1062.51,2204.6,0,2204.6,9
14,2015,2204.687,390.793,5461.668,6132.92845559317,1114.8,Río Ameca,12255,1062.51,2204.6,0,2204.6,9
14,2016,2230.62,385.244,5530.634,4951.188923067779,959.77,Río Ameca,12255,1063,2230.62010372319,0,2230.62010372319,9
14,2017,2230.62,385.244,5530.634,4951.188923067779,866.6,Río Ameca,12255,1063,2230.62010372319,0,2230.62010372319,9
14,2018,2230.62,385.244,5530.634,4951.188923067779,1061.75,Río Ameca,12255,1062.51,2230.62010372319,0,2230.62010372319,9
14,2019,2230.62,385.244,5530.634,4951.188923067779,908.758506771433,Río Ameca,12255,1063,2230.62010372319,0,2230.62010372319,9
14,2020,2288.795,397.635,1059.902,2011.4729629792428,908.758506771433,NA,NA,NA,NA,0,NA,NA
14,2021,2303.041273427433,397.635,NA,1326.8496254373613,908.758506771433,NA,NA,NA,NA,0,NA,NA
14,2022,2297.9552083276603,397.635,NA,1571.2671484687899,908.758506771433,NA,NA,NA,NA,0,NA,NA
14,2023,2294.193627312625,397.635,NA,1752.0348532349317,908.758506771433,NA,NA,NA,NA,0,NA,NA
15,2005,3683.75,727.5699999999999,3635.7200000000003,3619.6339309051054,907.5238,NA,NA,NA,NA,0,NA,NA
15,2006,3683.75,727.5699999999999,3635.7200000000003,3619.6339309051054,1045.7096,Costa de Jalisco,12967,834.984523,3683.8,0,3683.8,0
15,2007,3683.75,727.5699999999999,3635.7200000000003,3619.6339309051054,915.7057,Costa de Jalisco,12967,1185.455642,3683.8,0,3683.8,0
15,2008,3683.75,727.5699999999999,3635.7200000000003,3619.6339309051054,987.5868,Costa de Jalisco,12967,1175.3543655,3683.8,0,3683.8,11
15,2009,3683.75,727.5699999999999,3635.7200000000003,3619.6339309051054,698.794,Costa de Jalisco,12967,1175,3683.8,0,3683.8,11
15,2010,3683.75,727.5699999999999,3635.7200000000003,3619.6339309051054,1122.5217,Costa de Jalisco,12967,1175,3683.75,0,3683.75,11
15,2011,3683.75,1314.5666363636365,3635.7200000000003,4104.203753577627,1291.2918255,Costa de Jalisco,12967,1143.54,3684,0,3684,11
15,2012,3683.75,1314.5666363636365,3635.7200000000003,4104.203753577627,882.614577,Costa de Jalisco,12967,1143.54,3683.8,0,3683.8,11
15,2013,3606.363,1515.199,3539.312,3412.8441430443922,1239.92,Costa de Jalisco,12967,1143.54,3683.8,0,3683.8,11
15,2014,3606.363,1515.199,3539.312,3412.8441430443922,1231.8,Costa de Jalisco,12967,1143.54,3606.4,0,3606.4,11
15,2015,3606.3630000000003,1515.199,3539.312,3412.8441430443995,1407,Costa de Jalisco,12967,1143.54,3606.4,0,3606.4,11
15,2016,3590.705,1521.675,3592.657,3244.7935577235903,929.505,Costa de Jalisco,12967,1144,3590.70587793262,0,3590.70587793262,11
15,2017,3590.705,1521.675,3592.657,3244.7935577235903,1074.65,Costa de Jalisco,12967,1144,3590.70587793262,0,3590.70587793262,11
15,2018,3590.705,1521.675,3592.657,3244.7935577235903,927.23,Costa de Jalisco,12967,1143.54,3590.70587793262,0,3590.70587793262,11
15,2019,3590.705,1521.675,3592.657,3244.7935577235903,854.651990368268,Costa de Jalisco,12967,1144,3590.70587793262,0,3590.70587793262,11
15,2020,3513.041,1645.2259999999999,1556.329,2486.7352473864953,854.651990368268,NA,NA,NA,NA,0,NA,NA
15,2021,3553.2280850230527,1645.2259999999999,NA,2931.766710082214,854.651990368268,NA,NA,NA,NA,0,NA,NA
15,2022,3553.2280850230527,1645.2259999999999,NA,2931.766710082214,854.651990368268,NA,NA,NA,NA,0,NA,NA
15,2023,3553.2280850230527,1645.2259999999999,NA,2931.766710082214,854.651990368268,NA,NA,NA,NA,0,NA,NA
16,2005,3790.706,2378.216,4231.115,4230.054323964229,675.5145,NA,NA,NA,NA,0,NA,NA
16,2006,3790.706,2378.216,4231.115,4230.054323964229,964.554625,Armería-Coahuayana,17628,838.3511918,3882,0,3882,0
16,2007,3790.706,2378.216,4231.115,4230.054323964229,880.04,Armería-Coahuayana,17628,911.3351795,3882,0,3882,0
16,2008,3790.706,2378.216,4231.115,4230.054323964229,849.737025,Armería-Coahuayana,17628,908.3526463,3985.5,0,3985.5,0
16,2009,3790.706,2378.216,4231.115,4230.054323964229,714.33015,Armería-Coahuayana,17628,908,3985.5,0,3985.5,10
16,2010,3790.706,2378.216,4231.115,4230.054323964229,932.29205,Armería-Coahuayana,17628,908,3985.45,0,3985.45,10
16,2011,3790.7059999999997,2404.5015,4231.115,4232.066310611648,1004.5181230000001,Armería-Coahuayana,17628,865.59,3986,0,3986,10
16,2012,3790.706,2404.5015,4231.115,4232.06631061165,765.97552725,Armería-Coahuayana,17628,865.59,3985.5,0,3985.5,10
16,2013,3536.907,2384.799,3664.4,3666.283644864598,1056.66,Armería-Coahuayana,17628,865.59,3985.5,0,3985.5,10
16,2014,3536.907,2384.799,3664.4,3666.283644864598,978.25,Armería-Coahuayana,17628,865.59,3536.9,0,3536.9,10
16,2015,3536.907,2384.799,3664.4,3666.283644864598,1123.5749999999998,Armería-Coahuayana,17628,865.59,3536.9,0,3536.9,10
16,2016,3479.6600000000003,2432.386,3537.444,3542.648136966757,807.905,Armería-Coahuayana,17628,866,3479.65995669515,0,3479.65995669515,10
16,2017,3479.66,2432.386,3537.444,3542.6481369667563,859.9,Armería-Coahuayana,17628,866,3479.65995669515,0,3479.65995669515,10
16,2018,3479.66,2432.386,3537.444,3542.6481369667563,849.4775,Armería-Coahuayana,17628,865.59,3479.65995669515,0,3479.65995669515,10
16,2019,3479.6600000000003,2432.386,3537.444,3542.648136966757,747.2378352855045,Armería-Coahuayana,17628,866,3479.65995669515,0,3479.65995669515,10
16,2020,3431.3,2433.421,3457.214,3435.2079525305194,748.5983409133235,NA,NA,NA,NA,0,NA,NA
16,2021,3471.5464312918434,2433.421,NA,3524.6883584162056,748.5983409137634,NA,NA,NA,NA,0,NA,NA
16,2022,3471.5464312918434,2433.421,NA,3524.6883584162056,748.5983409137634,NA,NA,NA,NA,0,NA,NA
16,2023,3471.5464312918434,2433.421,NA,3524.6883584162056,748.5983409137634,NA,NA,NA,NA,0,NA,NA
17,2005,1612.43,23.06,1593.75,1593.708936435125,747.9295,NA,NA,NA,NA,0,NA,NA
17,2006,1612.4299999999998,23.06,1593.75,1593.7089364351248,989.7295,Costa de Michoacán,9205,804.7857544,1635.4,0,1635.4,0
17,2007,1612.4299999999998,23.06,1593.75,1593.7089364351248,733.3927,Costa de Michoacán,9205,890.885923,1635.4,0,1635.4,0
17,2008,1612.43,23.06,1593.75,1593.708936435125,700.8074,Costa de Michoacán,9205,888.05415773,1612.4,0,1612.4,0
17,2009,1612.43,23.06,1593.75,1593.708936435125,695.8817,Costa de Michoacán,9205,888,1612.4,0,1612.4,6
17,2010,1612.4300000000003,23.06,1593.75,1593.7089364351252,962.2298,Costa de Michoacán,9205,888,1612.43,0,1612.43,6
17,2011,1612.43,25.9017,1593.75,1591.9967879280928,864.350163,Costa de Michoacán,9205,943.78,1612,0,1612,6
17,2012,1612.4299999999998,25.9017,1593.75,1591.9967879280925,736.780473,Costa de Michoacán,9205,943.78,1612.4,0,1612.4,6
17,2013,1616.56,23.147,1598.2040000000002,1598.5203865690871,960.42,Costa de Michoacán,9205,943.78,1612.4,0,1612.4,6
17,2014,1616.56,23.147,1598.2040000000002,1598.5203865690871,862.9,Costa de Michoacán,9205,943.78,1616.6,0,1616.6,6
17,2015,1616.56,23.147,1598.2040000000002,1598.5203865690871,912.5,Costa de Michoacán,9205,943.78,1616.6,0,1616.6,6
17,2016,1612.064,28.315,1588.766,1590.111718769006,643.49,Costa de Michoacán,9205,944,1612.06372078475,0,1612.06372078475,6
17,2017,1612.0639999999999,28.315,1588.766,1590.1117187690056,745.8,Costa de Michoacán,9205,944,1612.06372078475,0,1612.06372078475,6
17,2018,1612.0639999999999,28.315,1588.766,1590.1117187690056,1017.9,Costa de Michoacán,9205,943.78,1612.06372078475,0,1612.06372078475,6
17,2019,1612.0639999999999,28.315,1588.766,1590.1117187690056,697.03779566887,Costa de Michoacán,9205,944,1612.06372078475,0,1612.06372078475,6
17,2020,1613.186,30.196,1592.879,1590.2997707497825,697.415332604821,NA,NA,NA,NA,0,NA,NA
17,2021,1613.0846249124957,30.196,NA,1590.1803821100034,697.415332605409,NA,NA,NA,NA,0,NA,NA
17,2022,1613.0846249124957,30.196,NA,1590.1803821100034,697.415332605409,NA,NA,NA,NA,0,NA,NA
17,2023,1613.0846249124957,30.196,NA,1590.1803821100034,697.415332605409,NA,NA,NA,NA,0,NA,NA
18,2005,17056.5,30983.010000000002,10859.5,8836.188945404416,725.2203,NA,NA,NA,NA,0,NA,NA
18,2006,17056.5,30983.010000000002,10859.5,8836.188945404416,934.78625,Balsas,118268,1039.446896,17056.5,0,17056.5,0
18,2007,17056.5,30983.010000000002,10859.5,8836.188945404416,907.2858,Balsas,118268,949.6687293,17056.5,0,17056.5,15
18,2008,17056.5,30983.010000000002,10859.5,8836.188945404416,771.6693,Balsas,118268,951.61249435,17056.5,0,17056.5,15
18,2009,17056.5,30983.010000000002,10859.5,8836.188945404416,733.1473,Balsas,118268,952,17056.5,0,17056.5,15
18,2010,17056.5,30983.010000000002,10859.5,8836.188945404416,994.9259,Balsas,118268,952,17056.5,0,17056.5,15
18,2011,17056.5,31679.052833333335,10859.5,9082.465062609366,771.248169,Balsas,118268,947.02,17057,0,17057,15
18,2012,17056.5,31679.052833333335,10859.5,9082.465062609366,838.888923,Balsas,118268,947.02,17056.5,0,17056.5,15
18,2013,16805.277,34433.557,8990.281,9782.98502956821,920.38,Balsas,118268,947.02,17056.5,0,17056.5,15
18,2014,16805.277,34433.557,8990.281,9782.98502956821,922.9,Balsas,118268,947.02,16805.3,0,16805.3,15
18,2015,16805.277000000002,34433.557,8990.281,9782.985029568214,857.15,Balsas,118268,947.02,16805.3,0,16805.3,15
18,2016,16797.684,30372.718,5577.79,8337.881832827188,799.495,Balsas,118268,947,16797.6849794084,0,16797.6849794084,15
18,2017,16797.684,30372.718,5577.79,8337.881832827188,873.2,Balsas,118268,947,16797.6849794084,0,16797.6849794084,15
18,2018,16797.684,30372.718,5577.79,8337.881832827188,914.43,Balsas,118268,947.02,16797.6849794084,0,16797.6849794084,15
18,2019,16797.684,30372.718,5577.79,8337.881832827188,791.184447241669,Balsas,118268,947,16797.6849794084,0,16797.6849794084,15
18,2020,18574.815,31425.051,8373.637999999999,10649.094782341384,794.6723152265815,NA,NA,NA,NA,0,NA,NA
18,2021,17691.79227940298,31425.051,NA,9685.70547798344,805.312180394209,NA,NA,NA,NA,0,NA,NA
18,2022,17705.531804681465,31425.051,NA,9700.69547925011,800.0196822727805,NA,NA,NA,NA,0,NA,NA
18,2023,17671.13717830284,31425.051,NA,9663.17049330394,805.4102362704035,NA,NA,NA,NA,0,NA,NA
19,2005,6090.6500000000005,172.76,11017.87,11126.758266165241,1306.8479,NA,NA,NA,NA,0,NA,NA
19,2006,6090.6500000000005,172.76,11017.87,11126.758266165241,1418.8972,Costa Grande de Guerrero,12132,1112.400398,6090.7,0,6090.7,0
19,2007,6090.65,172.76,11017.87,11126.758266165241,1169.187,Costa Grande de Guerrero,12132,1232.03105,6090.7,0,6090.7,28
19,2008,6090.6500000000005,172.76,11017.87,11126.758266165241,1112.1888,Costa Grande de Guerrero,12132,1234.16445626,6090.7,0,6090.7,28
19,2009,6090.6500000000005,172.76,11017.87,11126.758266165241,948.2953,Costa Grande de Guerrero,12132,1234,6090.65,0,6090.65,28
19,2010,6090.6500000000005,172.76,11017.87,11126.758266165241,1617.8636,Costa Grande de Guerrero,12132,1234,6090.65,0,6090.65,28
19,2011,6090.6500000000005,175.50508333333332,11017.87,10690.244429276674,1313.825489,Costa Grande de Guerrero,12132,1214.64,6091,0,6091,28
19,2012,6090.6500000000005,175.50508333333332,11017.87,10690.244429276674,962.985667,Costa Grande de Guerrero,12132,1214.64,6090.7,0,6090.7,28
19,2013,5113.445,173.733,9066.471,9081.590069916881,935.93,Costa Grande de Guerrero,12132,1214.64,6090.7,0,6090.7,28
19,2014,5113.445,173.733,9066.471,9081.590069916881,955,Costa Grande de Guerrero,12132,1214.64,5113.4,0,5113.4,28
19,2015,5113.445000000001,173.733,9066.471,9081.590069916881,920.4,Costa Grande de Guerrero,12132,1214.64,5113.4,0,5113.4,28
19,2016,5171.321,174.427,9115.116,9083.196152283042,1040.9,Costa Grande de Guerrero,12132,1215,5171.322623458,0,5171.322623458,28
19,2017,5171.321,174.427,9115.116,9083.196152283042,1149.1,Costa Grande de Guerrero,12132,1215,5171.322623458,0,5171.322623458,28
19,2018,5171.321,174.427,9115.116,9083.196152283042,1070.84,Costa Grande de Guerrero,12132,1214.64,5171.322623458,0,5171.322623458,28
19,2019,5171.321,174.427,9115.116,9083.196152283042,939.473796179394,Costa Grande de Guerrero,12132,1215,5171.322623458,0,5171.322623458,28
19,2020,5223.451,196.114,5651.207,5735.450725572602,942.643658242958,NA,NA,NA,NA,0,NA,NA
19,2021,5211.514040814247,196.114,NA,5712.358165403351,942.643658242958,NA,NA,NA,NA,0,NA,NA
19,2022,5235.066510616646,196.114,NA,5757.921429680533,942.643658242958,NA,NA,NA,NA,0,NA,NA
19,2023,5252.367237737712,196.114,NA,5791.390429263924,942.643658242958,NA,NA,NA,NA,0,NA,NA
20,2005,18713.55,2624.28,44383.35,45229.96057354991,1253.869,NA,NA,NA,NA,0,NA,NA
20,2006,18713.55,2624.28,44383.35,45229.96057354991,1584.0494,Costa Chica de Guerrero,39936,1350.335098,18713.6,0,18713.6,0
20,2007,18713.55,2624.28,44383.35,45229.96057354991,1548.9928,Costa Chica de Guerrero,39936,1393.125366,18713.6,0,18713.6,32
20,2008,18713.55,2624.28,44383.35,45229.96057354991,1317.28325,Costa Chica de Guerrero,39936,1390.896794,18713.6,0,18713.6,32
20,2009,18713.55,2624.28,44383.35,45229.96057354991,1069.9328500000001,Costa Chica de Guerrero,39936,1391,18713.55,0,18713.55,32
20,2010,18713.55,2624.28,44383.35,45229.96057354991,1346.4463999999998,Costa Chica de Guerrero,39936,1391,18713.55,0,18713.55,32
20,2011,18713.50025,8066.941416666667,44383.35,37306.520176288075,1056.87287,Costa Chica de Guerrero,39936,1281.77,18714,0,18714,32
20,2012,18713.55,8066.941416666667,44383.35,37306.19328899463,937.3903210000001,Costa Chica de Guerrero,39936,1281.77,18713.6,0,18713.6,32
20,2013,18170.287,10730.133,37510.639,36998.51547554303,1256.7175,Costa Chica de Guerrero,39936,1281.77,18713.6,0,18713.6,32
20,2014,18170.287,10730.133,37510.639,36998.51547554303,1196.025,Costa Chica de Guerrero,39936,1281.77,18170.3,0,18170.3,32
20,2015,18170.287,10730.133,37510.639,36998.51547554303,801.85,Costa Chica de Guerrero,39936,1281.77,18170.3,0,18170.3,32
20,2016,18259.652000000002,10786.474,37605.595,36329.309152516464,949.13,Costa Chica de Guerrero,39936,1282,18259.6506658286,0,18259.6506658286,32
20,2017,18259.652,10786.474,37605.595,36329.30915251648,1170.75,Costa Chica de Guerrero,39936,1282,18259.6506658286,0,18259.6506658286,32
20,2018,18259.652000000002,10786.474,37605.595,36329.309152516464,1059.9475,Costa Chica de Guerrero,39936,1281.77,18259.6506658286,0,18259.6506658286,32
20,2019,18259.652000000002,10786.474,37605.595,36329.309152516464,980.582832611312,Costa Chica de Guerrero,39936,1282,18259.6506658286,0,18259.6506658286,32
20,2020,18512.974,10969.882,18681.978,34397.815056721825,983.394676610316,NA,NA,NA,NA,0,NA,NA
20,2021,18573.595989179128,10969.882,NA,33999.49228353311,981.7737391477,NA,NA,NA,NA,0,NA,NA
20,2022,18666.3548945743,10969.882,NA,33390.010725186716,981.517216750136,NA,NA,NA,NA,0,NA,NA
20,2023,18762.72159595179,10969.882,NA,32756.823786660043,981.581109960547,NA,NA,NA,NA,0,NA,NA
21,2005,3389.2200000000003,9.652,5669.885,5604.441533473114,972.4486999999999,NA,NA,NA,NA,0,NA,NA
21,2006,3389.22,9.652,5669.885,5604.441533473112,2130.33385,Costa de Oaxaca,10514,1522.676193,3389.2,0,3389.2,0
21,2007,3389.2200000000003,9.652,5669.885,5604.441533473114,1550.5201,Costa de Oaxaca,10514,971.1977275,3389.2,0,3389.2,19
21,2008,3389.22,9.652,5669.885,5604.441533473112,1817.4961,Costa de Oaxaca,10514,966.54612108,3389.2,0,3389.2,19
21,2009,3389.2200000000003,9.652,5669.885,5604.441533473114,801.628,Costa de Oaxaca,10514,967,3389.2,0,3389.2,19
21,2010,3389.2200000000003,9.652,5669.885,5604.441533473114,1291.3137,Costa de Oaxaca,10514,967,3389.22,0,3389.22,19
21,2011,3389.2200000000003,15.916583333333334,5669.87,5761.248670711764,842.488444,Costa de Oaxaca,10514,950.52,3389,0,3389,19
21,2012,3389.22,15.916583333333334,5669.87,5761.248670711762,816.176773,Costa de Oaxaca,10514,950.52,3389.2,0,3389.2,19
21,2013,2891.939,13.041,4221.614,4216.01903537305,819.02,Costa de Oaxaca,10514,950.52,3389.2,0,3389.2,19
21,2014,2891.9390000000003,13.041,4221.614,4216.01903537305,778.5,Costa de Oaxaca,10514,950.52,2891.9,0,2891.9,19
21,2015,2891.939,13.041,4221.614,4216.01903537305,520.9,Costa de Oaxaca,10514,950.52,2891.9,0,2891.9,19
21,2016,2894.4359999999997,20.259,4274.492,4404.088541579228,707.68,Costa de Oaxaca,10514,951,2894.43417483054,0,2894.43417483054,19
21,2017,2894.4359999999997,20.259,4274.492,4404.088541579228,1150.8,Costa de Oaxaca,10514,951,2894.43417483054,0,2894.43417483054,19
21,2018,2894.4359999999997,20.259,4274.492,4404.088541579228,771.03,Costa de Oaxaca,10514,950.52,2894.43417483054,0,2894.43417483054,19
21,2019,2894.4359999999997,20.259,4274.492,4404.088541579228,781.561946019806,Costa de Oaxaca,10514,951,2894.43417483054,0,2894.43417483054,19
21,2020,2538.537,32.232,3941.088,3649.3901853017014,774.181374630491,NA,NA,NA,NA,0,NA,NA
21,2021,2776.8213058419524,32.232,NA,4355.334611969139,774.180494723796,NA,NA,NA,NA,0,NA,NA
21,2022,2800.1354715311504,32.232,NA,4424.405486244877,774.180494086094,NA,NA,NA,NA,0,NA,NA
21,2023,2840.5416849350145,32.232,NA,4544.113500813458,774.180494085099,NA,NA,NA,NA,0,NA,NA
22,2005,2606.2200000000003,294.58,2572.98,2650.713250780049,952.9262,NA,NA,NA,NA,0,NA,NA
22,2006,2606.22,294.58,2572.98,2650.713250780048,2163.2496,Tehuantepec,16363,1522.676193,2606.2,0,2606.2,0
22,2007,2606.22,294.58,2572.98,2650.713250780048,1393.6376500000001,Tehuantepec,16363,824.8650013,2606.2,0,2606.2,15
22,2008,2606.22,294.58,2572.98,2650.713250780048,2105.4151,Tehuantepec,16363,821.19897138,2606.2,0,2606.2,15
22,2009,2606.22,294.58,2572.98,2650.713250780048,786.9916,Tehuantepec,16363,821,2606.2,0,2606.2,15
22,2010,2606.22,294.58,2572.98,2650.713250780048,1231.9043,Tehuantepec,16363,821,2606.22,0,2606.22,15
22,2011,2606.22,314.60341666666665,2572.98,2651.7835505770845,937.379883,Tehuantepec,16363,883.75,2606,0,2606,15
22,2012,2606.2200000000003,314.60341666666665,2572.98,2651.7835505770854,917.858143,Tehuantepec,16363,883.75,2606.2,0,2606.2,15
22,2013,2453.124,230.863,2398.562,2358.2070108006214,910.63,Tehuantepec,16363,883.75,2606.2,0,2606.2,15
22,2014,2453.1240000000003,230.863,2398.562,2358.2070108006214,775,Tehuantepec,16363,883.75,2453.1,0,2453.1,15
22,2015,2453.124,230.863,2398.562,2358.2070108006214,587.6,Tehuantepec,16363,883.75,2453.1,0,2453.1,15
22,2016,2574.763,195.439,2695.371,2586.0117749079554,684.64,Tehuantepec,16363,884,2574.76431926551,0,2574.76431926551,15
22,2017,2574.763,195.439,2695.371,2586.0117749079554,1257.8,Tehuantepec,16363,884,2574.76431926551,0,2574.76431926551,15
22,2018,2574.763,195.439,2695.371,2586.0117749079554,721.17,Tehuantepec,16363,883.75,2574.76431926551,0,2574.76431926551,15
22,2019,2574.763,195.439,2695.371,2586.0117749079554,900.062328286939,Tehuantepec,16363,884,2574.76431926551,0,2574.76431926551,15
22,2020,3099.238,1122.576,3691.472,3625.967262131837,930.563118982138,NA,NA,NA,NA,0,NA,NA
22,2021,2973.098760995874,1122.576,NA,3387.7709271853055,955.726408611188,NA,NA,NA,NA,0,NA,NA
22,2022,3050.7383418395466,1122.576,NA,3534.382431660474,958.017228364322,NA,NA,NA,NA,0,NA,NA
22,2023,3153.4552293776856,1122.576,NA,3728.3489272717206,957.799347207985,NA,NA,NA,NA,0,NA,NA
23,2005,9603.8,670.4,12190.75,12237.392964934244,3351.5248,NA,NA,NA,NA,0,NA,NA
23,2006,9603.8,670.4,12190.75,12178.856906707064,2460.0279499999997,Costa de Chiapas,12293,1968.882747,9603.8,2950,12553.8,0
23,2007,9603.8,670.4,12190.75,12178.856906707064,2356.6662,Costa de Chiapas,12293,2352.665865,9603.8,2950,12553.8,25
23,2008,9603.8,670.4,12190.75,12178.856906707064,2700.8207,Costa de Chiapas,12293,2347.31760854,9603.8,2950,12553.8,25
23,2009,9603.8,670.4,12190.75,12178.856906707064,2610.8801999999996,Costa de Chiapas,12293,2347,9603.8,2950,12553.8,25
23,2010,12617.26,649.5,13745.99,13756.187031898526,3188.4324,Costa de Chiapas,12293,2347,12617.26,1586,14203.26,25
23,2011,12617.26,903.4604166666667,13745.99,13679.040971715775,2840.372001,Costa de Chiapas,12293,2220.31,12617,1586,14203,25
23,2012,12617.26,903.4604166666667,13745.99,13679.040971715775,2186.61497,Costa de Chiapas,12293,2220.31,12617.3,1586,14203.3,25
23,2013,12617.264,649.5,13745.959,13756.189081258137,2603.88,Costa de Chiapas,12293,2220.31,12617.3,1586,14203.3,25
23,2014,12617.264,649.5,13745.959,13756.189081258137,2632.9,Costa de Chiapas,12293,2220.31,12617.3,1586,14203.3,25
23,2015,12617.264,649.5,13745.959,13756.189081258137,1663.1,Costa de Chiapas,12293,2220.31,12617.3,1586,14203.3,25
23,2016,12551.012,1204.987,13508.13,13553.504148700673,1883.31,Costa de Chiapas,12293,2220,12551.0137247528,1586,14137.0137247528,25
23,2017,12551.012,1204.987,13508.13,13553.504148700673,2721.1,Costa de Chiapas,12293,2220,12551.0137247528,1586,14137.0137247528,25
23,2018,12551.012,1204.987,13508.13,13553.504148700673,2101.76,Costa de Chiapas,12293,2220.31,12551.0137247528,1586,14137.0137247528,25
23,2019,12551.012,1204.987,13508.13,13553.504148700673,1533.39636795097,Costa de Chiapas,12293,2220,12551.0137247528,1586,14137.0137247528,25
23,2020,12511.922999999999,1412.377,13589.505,13501.948594330404,1533.39636795097,NA,NA,NA,NA,0,NA,NA
23,2021,12629.417205825099,1412.377,NA,13562.145564372417,1533.39636795097,NA,NA,NA,NA,0,NA,NA
23,2022,12677.87786238405,1412.377,NA,13586.973892464084,1533.39636795097,NA,NA,NA,NA,0,NA,NA
