CLAVE,NOMBRE,PERIODO DE DATOS,CLAVE_OMM,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES,LAT_DGRADO,LONG_DGRADO
26083,SAN JAVIER,1943-1997,,SAN JAVIER,SONORA,NOROESTE,RÕO †YAQUI 2,RIO TECORIPA,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,28,35,39,109,44,18,778,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO YAQUI 2",28.594167,-109.738333
26086,SAN LUIS RIO COLORADO (SMN),"1924, 1926-1940, 1942-1945, 1948-1985, 1987",,SAN LUIS RIO COLORADO,SONORA,NOROESTE,SIN NOMBRE,DESIERTO DE ALTAR,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,32,26,0,114,44,0,50,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO",32.433333,-114.733333
26090,PRESA ABELARDO RODRIGUEZ,1966-1987,,HERMOSILLO,SONORA,NOROESTE,RÕO †SONORA 2,RIO SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,29,4,58,110,55,10,225,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SONORA 2",29.082778,-110.919444
26092,PRESA CUAUHTEMOC,"1951-1954, 1966-2002, 2004-2005, 2007, 2010-2014",,TUBUTAMA,SONORA,NOROESTE,RÕO †MAGDALENA,RIO ALTAR,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,30,52,14,111,30,54,628,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO MAGDALENA",30.870556,-111.515
26093,PITIQUITO,"1952, 1954-1958, 1960-2013",,PITIQUITO,SONORA,NOROESTE,RÕO †CONCEPCION,RIO MAGDALENA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,30,41,52,112,6,0,284,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO CONCEPCION",30.697778,-112.1
26096,SONOITA,1948-2014,,GENERAL PLUTARCO ELIAS CALLES,SONORA,NOROESTE,RÕO †SONOYTA 1,RIO SONOYTA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,31,51,41,112,51,16,389,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SONOYTA 1",31.861389,-112.854444
26098,TESIA,1950-2014,,NAVOJOA,SONORA,NOROESTE,RÕO †MAYO 3,RIO MAYO-NAVOJOA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,27,10,16,109,21,30,52,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO MAYO 3",27.171111,-109.358333
26099,TESOCOMA,1961-2014,,QUIRIEGO,SONORA,NOROESTE,RÕO †MAYO 2,ARROYO CEDRO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,27,39,30,109,12,45,291,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO MAYO 2",27.658333,-109.2125
26101,TONICHI,1945-2000,,SOYOPA,SONORA,NOROESTE,RÕO †YAQUI 2,RIO YAQUI-PRESA ALVARO OBREGON,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,28,36,0,109,34,0,199,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO YAQUI 2",28.6,-109.566667
26102,TRES HERMANOS,1942-2014,,NAVOJOA,SONORA,NOROESTE,RÕO †MAYO 3,RIO MAYO-NAVOJOA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,27,11,37,109,11,44,79,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO MAYO 3",27.193611,-109.195556
26109,YECORA (SMN),1944-2014,,YECORA,SONORA,NOROESTE,RÕO †YAQUI 1,RIO MULATOS,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,28,22,0,108,56,0,1544,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",28.366667,-108.933333
26123,YECORA (DGE),"1956-1957, 1967-1993",,YECORA,SONORA,NOROESTE,RÕO †YAQUI 1,RIO SAHUARIPA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,28,22,17,108,55,40,1544,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",28.371389,-108.927778
26139,HERMOSILLO II (DGE),1973-2014,,HERMOSILLO,SONORA,NOROESTE,RÕO †SONORA 3,ARROYO LA POZA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,29,5,56,110,57,15,221,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SONORA 3",29.098889,-110.954167
26180,EL CAJON,1974-2014,,SAN MIGUEL DE HORCASITAS,SONORA,NOROESTE,RÕO †SAN MIGUEL,RIO SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,29,28,20,110,44,11,390,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SAN MIGUEL",29.472222,-110.736389
26202,TEPACHE,"1977-1990, 1992-1998, 2000-2014",,TEPACHE,SONORA,NOROESTE,RÕO †YAQUI 1,RIO MOCTEZUMA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,29,32,5,109,31,54,600,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",29.534722,-109.531667
26205,BACERAC,"1978-1984, 1987-2014",,BACERAC,SONORA,NOROESTE,RÕO †BAVISPE,RIO BAVISPE-LA ANGOSTURA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,30,21,19,108,55,54,1038,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO BAVISPE",30.355278,-108.931667
26206,ALTAR (OBS),"1961-1967, 1969-1989, 1991-1994, 1996-2004, 2006-2014",76113,ALTAR,SONORA,NOROESTE,RÕO †MAGDALENA,RIO MAGDALENA,OBSERVATORIO,CONAGUA-SMN,OPERANDO,30,43,42,111,50,10,421,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO MAGDALENA",30.728333,-111.836111
26249,SANTA ROSA,1982-2014,,TRINCHERAS,SONORA,NOROESTE,RÕO †MAGDALENA,RIO MAGDALENA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,30,23,41,111,26,43,558,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO MAGDALENA",30.394722,-111.445278
27004,BOCA DEL CERRO,1948-2016,,TENOSIQUE,TABASCO,FRONTERA SUR,USUMACINTA,RIO GRIJALVA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,26,58,91,29,35,14,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO USUMACINTA",17.449444,-91.493056
27008,CARDENAS,"1955-1999, 2001-2016",,CARDENAS,TABASCO,FRONTERA SUR,CUNDUACAN,RIO CUNDUACAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,0,4,93,22,35,25,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO CUNDUACAN",18.001111,-93.376389
27011,DOS PATRIAS,"1950-1999, 2001-2015",,TACOTALPA,TABASCO,FRONTERA SUR,TACOTALPA,RIO TACOTALPA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,36,48,92,47,54,20,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO TACOTALPA",17.613333,-92.798333
27015,FRANCISCO RUEDA,"1965-2000, 2006-2016",,HUIMANGUILLO,TABASCO,FRONTERA SUR,TANCOCHAPA BAJO,RIO TONALA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,50,12,93,56,30,7,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO TANCOCHAPA BAJO",17.836667,-93.941667
27020,JALPA DE MENDEZ,"1958-1978, 1980-1985, 1988-1999, 2006, 2011-2016",,JALPA DE MENDEZ,TABASCO,FRONTERA SUR,CUNDUACAN,RIO CUNDUACAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,10,18,93,2,42,10,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO CUNDUACAN",18.171667,-93.045
27028,JONUTA,"1950-1979, 1995-1996, 1998-1999, 2001-2016",,JONUTA,TABASCO,FRONTERA SUR,USUMACINTA,RIO GRIJALVA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,5,31,92,8,20,6,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO USUMACINTA",18.091944,-92.138889
27030,MACUSPANA (DGE),1948-2016,,MACUSPANA,TABASCO,FRONTERA SUR,MACUXPANA,RIO MACUSPANA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,45,24,92,36,18,11,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO MACUXPANA",17.756667,-92.605
27031,MACUSPANA (SMN),"1948-1970, 1972-1982, 1984-1998",,MACUSPANA,TABASCO,FRONTERA SUR,MACUXPANA,RIO MACUSPANA,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,17,45,0,92,36,0,10,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO MACUXPANA",17.75,-92.6
27034,PARAISO,1949-2016,,PARAISO,TABASCO,FRONTERA SUR,CAXCUCHAPA,RIO CUXCUCHAPA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,23,44,93,12,44,6,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO CAXCUCHAPA",18.395556,-93.212222
27037,PUEBLO NUEVO,1948-2016,,HUIMANGUILLO,TABASCO,FRONTERA SUR,TONALA,RIO TONALA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,51,15,93,52,45,21,"TENÕA ERR”NEO EL NOMBRE DEL MINICIPIO, SIENDO EL CORRECTO HUIMANGUILLO; TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO TONALA",17.854167,-93.879167
27039,SAMARIA,1948-2016,,CUNDUACAN,TABASCO,FRONTERA SUR,SAMARIA,RIO SAMARIA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,59,51,93,16,43,23,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO SAMARIA",17.9975,-93.278611
27040,SAN PEDRO,"1948-1949, 1952-2016",,BALANCAN,TABASCO,FRONTERA SUR,SAN PEDRO,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,47,30,91,9,30,44,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO SAN PEDRO",17.791667,-91.158333
27042,TAPIJULAPA,1962-2016,,TACOTALPA,TABASCO,FRONTERA SUR,ALMENDRO,RIO TACOTALPA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,27,40,92,46,39,44,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO ALMENDRO",17.461111,-92.7775
27044,TEAPA (DGE),"1960-1970, 1972-2015",,TEAPA,TABASCO,FRONTERA SUR,DE LA SIERRA,RIO DE LA SIERRA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,32,56,92,57,12,51,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO DE LA SIERRA",17.548889,-92.953333
27047,TENOSIQUE (SMN),"1921-1939, 1942-1948, 1954-1977, 1982-2003, 2005-2006, 2008-2015",,TENOSIQUE,TABASCO,FRONTERA SUR,USUMACINTA,RIO GRIJALVA,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,17,28,21,91,25,36,22,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO USUMACINTA",17.4725,-91.426667
27050,TRES BRAZOS,1948-2016,,CENTLA,TABASCO,FRONTERA SUR,USUMACINTA,RIO GRIJALVA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,23,3,92,36,0,2,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO USUMACINTA",18.384167,-92.6
27054,VILLAHERMOSA (DGE),"1948-1998, 2000-2016",,CENTRO,TABASCO,FRONTERA SUR,GRIJALVA,RIO GRIJALVA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,59,48,92,55,42,24,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO GRIJALVA",17.996667,-92.928333
27070,OXOLOTAN,1974-2016,,TACOTALPA,TABASCO,FRONTERA SUR,ALMENDRO,RIO ALMENDRO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,22,50,92,45,0,63,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO ALMENDRO",17.380556,-92.75
28002,AHUALULCO,1961-2014,,GOMEZ FARIAS,TAMAULIPAS,GOLFO NORTE,RÕO †COMANDANTE 2,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,59,19,99,8,42,99,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 2",22.988611,-99.145
28007,BARRANCO AZUL,1961-2014,,SAN CARLOS,TAMAULIPAS,GOLFO NORTE,RÕO †PILON 2,RIO PILON,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,23,59,99,6,47,254,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO PILON 2",24.399722,-99.113056
28008,BELLAVISTA,1955-2014,,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÕO †COMANDANTE 2,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,49,40,99,3,5,78,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 2",22.827778,-99.051389
28012,C.E.I. CIUDAD MANTE,"1958-1997, 2005-2009",,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÕO †GUAYALEJO 3,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,43,0,98,58,0,77,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 3",22.716667,-98.966667
28015,CAPITAN EMILIO CARRANZA,1960-2014,,LLERA,TAMAULIPAS,GOLFO NORTE,RÕO †GUAYALEJO 2,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,15,18,98,50,0,193,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 2",23.255,-98.833333
28020,CORONA,1956-2014,,GÔøΩEMEZ,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,RIO CORONA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,56,21,98,56,9,150,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",23.939167,-98.935833
28023,CHAMAL NUEVO,1964-2014,,OCAMPO,TAMAULIPAS,GOLFO NORTE,RÕO †COMANDANTE 1,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,50,27,99,11,29,141,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 1",22.840833,-99.191389
28028,EL BARRETAL I,"1945, 1948-2013",,PADILLA,TAMAULIPAS,GOLFO NORTE,RÕO †PURIFICACION 2,RIO PURIFICACION,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,5,2,99,7,37,1666,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO PURIFICACION 2",24.083889,-99.126944
28029,EL MAYAB,1962-2014,,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÕO †BARBERENA 1,RIO BARBERENA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,54,56,98,20,44,1371,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO BARBERENA 1",22.915556,-98.345556
28033,FRANCISCO CASTELLANOS,1960-2014,,LLERA,TAMAULIPAS,GOLFO NORTE,RÕO †GUAYALEJO 2,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,15,27,98,36,30,193,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 2",23.2575,-98.608333
28035,GONZALEZ,1961-2012,,GONZALEZ,TAMAULIPAS,GOLFO NORTE,ARROYO EL COJO,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,22,48,51,98,25,11,60,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO ARROYO EL COJO",22.814167,-98.419722
28036,GUEMEZ,1962-2013,,GÔøΩEMEZ,TAMAULIPAS,GOLFO NORTE,RÕO †CORONA,RIO CORONA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,55,7,99,0,16,229,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO CORONA",23.918611,-99.004444
28041,JIMENEZ,1961-2013,,JIMENEZ,TAMAULIPAS,GOLFO NORTE,RÕO †SOTO LA MARINA 2,ARROYO LA ZANJA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,12,43,98,29,5,114,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SOTO LA MARINA 2",24.211944,-98.484722
28042,JOYA DE SALAS,1961-2012,,JAUMAVE,TAMAULIPAS,GOLFO NORTE,RÕO †COMANDANTE 1,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,10,33,99,16,28,1568,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 1",23.175833,-99.274444
28043,LA BOQUILLA,1961-2014,,OCAMPO,TAMAULIPAS,GOLFO NORTE,RÕO †COMANDANTE 1,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,46,20,99,16,45,263,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 1",22.772222,-99.279167
28044,LA ENCANTADA,"1954-2009, 2011-2013",,LLERA,TAMAULIPAS,GOLFO NORTE,RÕO †SABINAS,RIO SABINAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,13,0,99,4,36,360,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SABINAS",23.216667,-99.076667
28045,LA ENCARNACION,1962-2013,,SOTO LA MARINA,TAMAULIPAS,GOLFO NORTE,RÕO †PALMAS,RIO PALMAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,22,54,98,0,54,96,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO PALMAS",23.381667,-98.015
28046,LA ESPERANZA,1962-2014,,ALDAMA,TAMAULIPAS,GOLFO NORTE,RÕO †SAN RAFAEL 3,RIO CARRIZAL,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,9,59,97,57,12,33,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SAN RAFAEL 3",23.166389,-97.953333
28048,FRANCISCO GONZALEZ VILLARREAL,"1952-1973, 1975-1988, 1994-2003",,SAN FERNANDO,TAMAULIPAS,GOLFO NORTE,LAGUNA MADRE NORTE,LAGUNA MADRE,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,25,21,58,97,58,45,13,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO LAGUNA MADRE NORTE",25.366111,-97.979167
28049,LA SERVILLETA,1961-2014,,GOMEZ FARIAS,TAMAULIPAS,GOLFO NORTE,RÕO †COMANDANTE 2,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,51,8,99,7,12,104,"TENÕA ERR”NEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO GOMEZ FARIAS; TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 2",22.852222,-99.12
28050,LA SONADORA,1961-2001,,PADILLA,TAMAULIPAS,GOLFO NORTE,RÕO †SOTO LA MARINA 1,RIO SOTO LA MARINA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,23,57,52,98,38,49,114,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SOTO LA MARINA 1",23.964444,-98.646944
28055,LOS TOMATES,1961-2014,,ALTAMIRA,TAMAULIPAS,GOLFO NORTE,RÕO †TAMESI,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,27,10,98,11,50,4,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO TAMESI",22.452778,-98.197222
28057,MAGISCATZIN (SMN),1943-1989,,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÕO †GUAYALEJO 4,RIO TAMESI,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,22,48,0,98,42,0,50,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 4",22.8,-98.7
28058,MAGISCATZIN (DGE),"1963-2009, 2011-2014",,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÕO †GUAYALEJO 4,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,47,39,98,42,58,44,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 4",22.794167,-98.716111
28059,MAGUEYES,1963-2013,,MAINERO,TAMAULIPAS,GOLFO NORTE,RÕO †PILON 2,RIO PILON,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,34,0,99,33,4,435,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO PILON 2",24.566667,-99.551111
28062,MENDEZ,1961-2013,,MENDEZ,TAMAULIPAS,GOLFO NORTE,RÕO †SAN FERNANDO 1,RIO CONCHOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,7,3,98,35,11,86,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SAN FERNANDO 1",25.1175,-98.586389
28063,MIQUIHUANA,1962-2013,,MIQUIHUANA,TAMAULIPAS,CUENCAS CENTRALES DEL NORTE,SIERRA MADRE,DOCTOR ARROYO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,34,26,99,45,11,1851,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO SIERRA MADRE",23.573889,-99.753056
28070,PADILLA,1947-2013,,PADILLA,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,PRESA VICENTE GUERRERO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,4,15,98,44,32,138,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",24.070833,-98.742222
28071,PALMILLAS,1961-2013,,PALMILLAS,TAMAULIPAS,GOLFO NORTE,RÕO †JAUMAVE-CHIHUE,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,18,8,99,32,54,1264,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO JAUMAVE-CHIHUE",23.302222,-99.548333
28073,PASO REAL DE GUERRERO,1961-2013,,JAUMAVE,TAMAULIPAS,GOLFO NORTE,RÕO †COMANDANTE 1,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,10,41,99,27,41,1295,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 1",23.178056,-99.461389
28074,PASO DE MOLINA,1962-2013,,CASAS,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,ARROYO GRANDE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,43,30,98,44,43,150,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",23.725,-98.745278
28075,PLAN DE AYALA,"1960-1983, 1985-2013",,JAUMAVE,TAMAULIPAS,GOLFO NORTE,RÕO †JAUMAVE-CHIHUE,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,34,9,99,24,54,840,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO JAUMAVE-CHIHUE",23.569167,-99.415
28080,RIO FRIO,1966-2014,,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÕO †GUAYALEJO 3,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,49,43,99,1,15,60,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 3",22.828611,-99.020833
28081,ROSILLO,1961-2014,,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÕO †GUAYALEJO 4,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,55,0,98,35,51,98,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 4",22.916667,-98.5975
28083,SABINAS,1966-2014,,GOMEZ FARIAS,TAMAULIPAS,GOLFO NORTE,RÕO †SABINAS,RIO SABINAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,1,22,99,5,40,100,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SABINAS",23.022778,-99.094444
28084,SAN CARLOS,1961-2013,,SAN CARLOS,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,ARROYO SAN CARLOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,34,52,98,56,49,451,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",24.581111,-98.946944
28085,SAN FELIPE,1961-2014,,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÕO †GUAYALEJO 4,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,38,7,98,54,59,76,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 4",22.635278,-98.916389
28086,SAN FERNANDO,"1931-1940, 1943-1944, 1947-2013",,SAN FERNANDO,TAMAULIPAS,GOLFO NORTE,RÕO †SAN FERNANDO 1,RIO CONCHOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,50,50,98,9,30,46,"TENÕA ERR”NEO EL NOMBRE DE LA †CUENCA, SIENDO EL CORRECTO RIO SAN FERNANDO 1",24.847222,-98.158333
