id_rh,Nombre_rh,Area_Km2,PrecipitacionNormal,EscurrimientoNaturalMedioSuperficial,ImportacionesExportacionesOtrosPaises,EscurrimientoNaturalMedioSuperficialTotal,No_Cuencas,anio
1,B.C. Noroeste,28492,209.000000000000,352.675777680980,,352.675777680980,16,2019
2,B.C. Centro-Oeste,44314,116.000000000000,243.056706876721,,243.056706876721,16,2019
3,B.C. Suroeste,29722,200.000000000000,356.070204710457,,356.070204710457,15,2019
4,B.C. Noreste,14418,151.000000000000,122.271235789017,,122.271235789017,8,2019
5,B.C. Centro-Este,13626,132.000000000000,95.201549464598,,95.201549464598,15,2019
6,B.C. Sureste,11558,291.000000000000,185.736699908789,,185.736699908789,14,2019
7,Río Colorado,6911,98.000000000000,71.754718280882,1850,1921.954718280880,4,2019
8,Sonora Norte,61429,297.000000000000,180.305470615999,,180.305470615999,9,2019
9,Sonora Sur,139370,483.000000000000,4828.254875439570,,4828.254875439570,16,2019
10,Sinaloa,103483,747.000000000000,14695.809607195300,,14695.809607195300,30,2019
11,Presidio-San Pedro,51717,819.000000000000,8840.843036876930,,8840.843036876930,26,2019
