CLAVE,NOMBRE,PERIODO DE DATOS,CLAVE_OMM,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES,LAT_DGRADO,LONG_DGRADO
10125,LA ROSILLA,"1975-1983, 2001-2013",,GUANACEVI,DURANGO,CUENCAS CENTRALES DEL NORTE,RIO FUERTE 1,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,26,7,43,106,20,0,2750,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1""",26.128611,-106.333333
10126,ARNULFO R. GOMEZ,"2007-2010, 2012-2014",,CANATLAN,DURANGO,PACIFICO NORTE,LAGUNA DE SANTIAGUILLO,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA,OPERANDO,24,43,29,104,52,30,1995,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGUNA DE SANTIAGUILLO""",24.724722,-104.875
10127,CABORACA,"2007-2010, 2012, 2014",,CANATLAN,DURANGO,PACIFICO NORTE,RIO LA SAUCEDA,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA,OPERANDO,24,32,25,104,48,37,2013,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA SAUCEDA""",24.540278,-104.810278
10128,VILLA HIDALGO (DGE),"1975-2010, 2012-2014",,HIDALGO,DURANGO,CUENCAS CENTRALES DEL NORTE,ARROYO LA INDIA - LAGUNA PALOMAS,ARROYO LA INDIA-ARROYO CERRO GORDO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,14,52,104,55,10,1700,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO LA INDIA - LAGUNA PALOMAS""",26.247778,-104.919444
10129,CONETO DE COMONFORT,"1976-2009, 2011-2013",,CONETO DE COMONFORT,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,RIO DE SAN JUAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,58,37,104,46,8,1950,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",24.976944,-104.768889
10131,PE??ON BLANCO (DGE),"1976-2010, 2012-2014",,PENON BLANCO,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,RIO DEL PE??ON,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,47,35,104,2,16,1700,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO PENON BLANCO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",24.793056,-104.037778
10132,SAN LUIS DEL CORDERO (DGE),1976-2012,,SAN LUIS DEL CORDERO,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,ARROYO LA NAITCHA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,25,12,104,16,48,1500,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",25.42,-104.28
10133,SAN PEDRO DEL GALLO (DGE),1976-1983,,SAN PEDRO DEL GALLO,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,ARROYO LA NAITCHA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,25,33,59,104,17,34,1660,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",25.566389,-104.292778
10134,CONEJOS,1977-1980,,MAPIMI,DURANGO,CUENCAS CENTRALES DEL NORTE,ARROYO CADENA,RIO NAZAS-CANAL SANTA ROSA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,26,14,0,103,52,0,1146,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO CADENA""",26.233333,-103.866667
10135,CUAUHTEMOC,1977-2009,,CUENCAME,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,RIO DEL PE??ON,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,15,5,103,47,44,2175,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",24.251389,-103.795556
10136,DOCE DE DICIEMBRE,"1977-1985, 1991-2009",,CUENCAME,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA FRANCISCO ZARCO,ARROYO CUENCAME,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,42,20,103,34,21,1950,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA FRANCISCO ZARCO""",24.705556,-103.5725
10137,GUATIMAPE (DGE),"1977-2007, 2012-2014",,NUEVO IDEAL,DURANGO,PACIFICO NORTE,LAGUNA DE SANTIAGUILLO,RIO SANTIAGUILLO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,48,25,104,55,19,1974,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGUNA DE SANTIAGUILLO""",24.806944,-104.921944
10138,SAN BERNARDO,1977-2009,,SAN BERNARDO,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA LAZARO CARDENAS,RIO DEL ORO DE SEXTIN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,0,16,105,31,36,1640,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA LAZARO CARDENAS""",26.004444,-105.526667
10139,AGUA PUERCA,"1979-2000, 2004-2009",,SAN PEDRO DEL GALLO,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,ARROYO LA INDIA-ARROYO CERRO GORDO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,32,54,104,35,2,1410,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO SAN PEDRO DEL GALLO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",25.548333,-104.583889
10140,LA CADENA,1979-2009,,MAPIMI,DURANGO,CUENCAS CENTRALES DEL NORTE,ARROYO CADENA,RIO CRUCES,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,52,43,104,9,45,1500,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO CADENA""",25.878611,-104.1625
10141,CANUTILLO,"1979-2010, 2012-2014",,OCAMPO,DURANGO,RIO BRAVO,RIO FLORIDO 3,RIO FLORIDO-JIMENEZ,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,31,32,105,22,24,1700,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FLORIDO 3""",26.525556,-105.373333
10142,EL CASCO,1979-2009,,SAN PEDRO DEL GALLO,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,ARROYO LA NAITCHA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,32,54,104,35,2,1850,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",25.548333,-104.583889
10143,INDE,1979-2009,,EL ORO,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA LAZARO CARDENAS,ARROYO GRANDE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,34,32,105,13,11,1900,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO EL ORO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA LAZARO CARDENAS""",25.575556,-105.219722
10144,EL MIRADOR,1979-2006,,HIDALGO,DURANGO,CUENCAS CENTRALES DEL NORTE,ARROYO LA INDIA - LAGUNA PALOMAS,ARROYO LA INDIA-ARROYO CERRO GORDO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,7,36,105,1,6,1880,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO LA INDIA - LAGUNA PALOMAS""",26.126667,-105.018333
10145,PLANTA FRANKIE (CFE),1979-1981,,GOMEZ PALACIO,DURANGO,CUENCAS CENTRALES DEL NORTE,CANAL SANTA ROSA,RIO NAZAS-CANAL SANTA ROSA,CLIMATOLOGICA,CFE,SUSPENDIDA,25,37,0,103,30,0,1140,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CANAL SANTA ROSA""",25.616667,-103.5
10146,YERBANIS,"1979-1985, 1991-2009",,CUENCAME,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA FRANCISCO ZARCO,ARROYO CUENCAME,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,44,12,103,35,8,1840,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO CUENCAME; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA FRANCISCO ZARCO""",24.736667,-103.585556
10147,EL ZAPE,"1978-1985, 1991-2008",,GUANACEVI,DURANGO,CUENCAS CENTRALES DEL NORTE,RIO SEXTIN,RIO DEL ORO DE SEXTIN-RIO ZAPE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,46,0,105,47,9,1940,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SEXTIN""",25.766667,-105.785833
10148,EL REAL,"1978-1983, 1985-1999, 2002-2016",,TAMAZULA,DURANGO,PACIFICO NORTE,RIO SAN LORENZO 1,RIO SAN LORENZO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,42,43,106,32,37,300,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN LORENZO 1""",24.711944,-106.543611
10149,GENERAL ESCOBEDO,1978-2009,,EL ORO,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA LAZARO CARDENAS,RIO SEXTIN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,30,0,105,15,0,1580,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA LAZARO CARDENAS""",25.5,-105.25
10150,LUIS MOYA,"1980-1989, 1991-2009",,PENON BLANCO,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,RIO DEL PE??ON,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,33,10,103,57,51,1920,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO PENON BLANCO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",24.552778,-103.964167
10151,LA MICHILA,1980-1983,,SUCHIL,DURANGO,PACIFICO NORTE,RIO SAN JUAN,ARROYO EL ALEMAN,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,23,23,0,104,15,0,2480,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN JUAN""",23.383333,-104.25
10152,CERRO PRIETO,1981-1983,,DURANGO,DURANGO,PACIFICO NORTE,RIO RAMOS,RIO DE SANTIAGO,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,24,12,41,105,20,21,2660,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO RAMOS""",24.211389,-105.339167
10153,CHACALA,1981-1983,,TAMAZULA,DURANGO,PACIFICO NORTE,RIO SAN LORENZO 1,RIO SAN LORENZO,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,24,48,40,106,44,14,650,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN LORENZO 1""",24.811111,-106.737222
10154,PIELAGOS,1981-1983,,OTAEZ,DURANGO,PACIFICO NORTE,RIO SAN LORENZO 1,RIO LOS REMEDIOS,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,24,52,33,105,58,0,2400,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN LORENZO 1""",24.875833,-105.966667
10155,RADAR PALMITO,"1981-1983, 2000-2008",,INDE,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,ARROYO LA INDIA-ARROYO CERRO GORDO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,46,0,104,56,0,1841,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO INDE; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",25.766667,-104.933333
10157,EL ALEM??N,"2007-2010, 2012-2014",,SUCHIL,DURANGO,PACIFICO NORTE,RIO SAN JUAN,ARROYO EL ALEMAN,CLIMATOLOGICA,CONAGUA,OPERANDO,23,20,11,104,10,3,2177,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN JUAN""",23.336389,-104.1675
10158,EL TRONCON,"2007-2010, 2012-2014",,MEZQUITAL,DURANGO,PACIFICO NORTE,RIO SAN PEDRO-MEZQUITAL,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA,OPERANDO,23,29,31,104,23,15,1411,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN PEDRO-MEZQUITAL""",23.491944,-104.3875
10159,PIEDRA HERRADA,"2007-2010, 2012-2014",,SUCHIL,DURANGO,PACIFICO NORTE,RIO SAN JUAN,ARROYO EL ALEMAN,CLIMATOLOGICA,CONAGUA,OPERANDO,23,23,16,104,14,50,2492,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN JUAN""",23.387778,-104.247222
10160,AGUA BLANCA,"1981-1993, 1997-1998, 2002-2004, 2009-2016",,SAN DIMAS,DURANGO,PACIFICO NORTE,RIO SAN LORENZO 1,RIO DE LOS REMEDIOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,26,38,105,47,6,2500,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN LORENZO 1""",24.443889,-105.785
10161,YERMO,"1982-1985, 1991-2008",,TLAHUALILO,DURANGO,CUENCAS CENTRALES DEL NORTE,ARROYO CADENA,ARROYO LA CADENA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,23,33,104,0,18,1155,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO TLAHUALILO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO CADENA""",26.3925,-104.005
10163,VILLA JUAREZ (CFE),"1981-1982, 1986-2012",,LERDO,DURANGO,CUENCAS CENTRALES DEL NORTE,CANAL SANTA ROSA,RIO NAZAS-CANAL SANTA ROSA,CLIMATOLOGICA,CFE,OPERANDO,25,34,0,103,32,0,1160,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CANAL SANTA ROSA""",25.566667,-103.533333
10164,LA FLOR DEL DESIERTO,"1983-1985, 1990-1994, 1996-2009",,MAPIMI,DURANGO,CUENCAS CENTRALES DEL NORTE,ARROYO LA INDIA - LAGUNA PALOMAS,LAGUNA PALOMAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,31,45,104,8,4,1150,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO MAPIMI; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO LA INDIA - LAGUNA PALOMAS""",26.529167,-104.134444
10165,LABORATORIO DEL DESIERTO,"1978-2005, 2008",,TLAHUALILO,DURANGO,CUENCAS CENTRALES DEL NORTE,LAGUNA DEL REY,LAGUNA PALOMAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,41,8,103,44,49,1160,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGUNA DEL REY""",26.685556,-103.746944
10166,HIGUERAS,1986-2009,,RODEO,DURANGO,CUENCAS CENTRALES DEL NORTE,AGUSTIN MELGAR,RIO NAZAS-RODEO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,5,22,104,34,35,1420,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUSTIN MELGAR""",25.089444,-104.576389
10167,REVOLUCION,"2007-2010, 2012-2014",,HIDALGO,DURANGO,CUENCAS CENTRALES DEL NORTE,ARROYO LA INDIA - LAGUNA PALOMAS,ARROYO LA INDIA-ARROYO CERRO GORDO,CLIMATOLOGICA,CONAGUA,OPERANDO,26,7,37,105,1,0,1882,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO LA INDIA - LAGUNA PALOMAS""",26.126944,-105.016667
10168,CARTAGENA,1992-2009,,TLAHUALILO,DURANGO,CUENCAS CENTRALES DEL NORTE,CANAL SANTA ROSA,RIO NAZAS-CANAL SANTA ROSA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,8,24,103,45,33,1124,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CANAL SANTA ROSA""",26.14,-103.759167
10169,C.B.T.A. 101 GOMEZ PALACIO,1994-2008,,GOMEZ PALACIO,DURANGO,CUENCAS CENTRALES DEL NORTE,CANAL SANTA ROSA,RIO NAZAS-CANAL SANTA ROSA,CLIMATOLOGICA,CONAGUA,OPERANDO,25,48,50,103,34,27,1180,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CANAL SANTA ROSA""",25.813889,-103.574167
10170,C.B.T.A. 047 LERDO,1995-2009,,LERDO,DURANGO,CUENCAS CENTRALES DEL NORTE,LOS ANGELES,RIO NAZAS-LOS ANGELES,CLIMATOLOGICA,CONAGUA,OPERANDO,25,30,20,103,39,14,1140,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LOS ANGELES""",25.505556,-103.653889
10171,CAMPO EXPERIMENTAL ANTONIO NARRO,2001-2002,,CUENCAME,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA FRANCISCO ZARCO,ARROYO CUENCAME,CLIMATOLOGICA,CONAGUA,SUSPENDIDA,24,48,39,103,48,2,1780,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA FRANCISCO ZARCO""",24.810833,-103.800556
10172,SAN JOSE DE REYES,2001-2009,,GENERAL SIMON BOLIVAR,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA LA FLOR,ARROYO DE REYES,CLIMATOLOGICA,CONAGUA,OPERANDO,24,26,36,103,7,57,1995,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA LA FLOR""",24.443333,-103.1325
10173,SAN GABRIEL,1990-2012,,OCAMPO,DURANGO,RIO BRAVO,RIO FLORIDO 2,RIO FLORIDO-SAN ANTONIO,CLIMATOLOGICA,CONAGUA,SUSPENDIDA,26,26,21,105,33,33,1750,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FLORIDO 2""",26.439167,-105.559167
10176,RIO MIRAVALLES,"2007-2010, 2012-2014",,SAN DIMAS,DURANGO,PACIFICO NORTE,RIO PIAXTLA 1,RIO DE PIAXTLA,CLIMATOLOGICA,CONAGUA,OPERANDO,24,21,53,105,31,3,2413,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PIAXTLA 1""",24.364722,-105.5175
10177,SAN FELIPE,"2007-2010, 2012-2014",,DURANGO,DURANGO,PACIFICO NORTE,RIO DURANGO,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA,OPERANDO,23,59,54,104,35,9,1874,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO DURANGO""",23.998333,-104.585833
10187,EL NARANJO,1986-2003,,GENERAL SIMON BOLIVAR,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA LA FLOR,RIO DE SANTIAGO,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,24,37,30,103,18,20,1700,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA LA FLOR""",24.625,-103.305556
10188,CEVAG,"1978-2005, 2008",,TLAHUALILO,DURANGO,PACIFICO NORTE,LAGUNA DEL REY,RIO DURANGO,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,26,41,13,103,44,50,1929,"""TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO TLAHUALILO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGUNA DEL REY""",26.686944,-103.747222
11001,ABASOLO,1949-2014,,ABASOLO,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LERMA 5,RIO TURBIO-CORRALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,26,48,101,32,11,1761,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 5""",20.446667,-101.536389
11002,ACAMBARO,"1937-1939, 1941-2015",,ACAMBARO,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LERMA 4,RIO SOLIS-SALAMANCA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,1,57,100,42,44,1860,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 4""",20.0325,-100.712222
11003,AGUA TIBIA,1949-2014,,PENJAMO,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LERMA 5,RIO TURBIO-CORRALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,30,37,101,37,46,1720,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 5""",20.510278,-101.629444
11004,ALDAMA,"1949, 1951-2014",,IRAPUATO,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LERMA 5,RIO GUANAJUATO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,49,1,101,19,8,1800,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 5""",20.816944,-101.318889
11005,APASEO,1961-2014,,APASEO EL GRANDE,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LA LAJA 2,RIO APASEO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,32,40,100,41,8,1773,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA LAJA 2""",20.544444,-100.685556
11006,APASEO EL ALTO,1961-2014,,APASEO EL ALTO,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LA LAJA 2,RIO APASEO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,20,27,18,100,37,15,1875,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA LAJA 2""",20.455,-100.620833
11007,CALDERONES,"1949, 1951-2014",,GUANAJUATO,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LERMA 5,RIO GUANAJUATO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,59,30,101,13,38,2357,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 5""",20.991667,-101.227222
11008,CA??ADA DE GONZALEZ,1965-1998,,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LA LAJA 1,RIO LAJA-PE??UELITAS,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,21,9,53,101,7,9,2125,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA LAJA 1""",21.164722,-101.119167
11009,CELAYA (SMN),"1922-1945, 1947-1949, 1951-2015",,CELAYA,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LA LAJA 2,RIO LAJA-CELAYA,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,20,32,11,100,49,0,1761,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA LAJA 2""",20.536389,-100.816667
11010,CERANO,"1962-1992, 1994-2013",,YURIRIA,GUANAJUATO,LERMA SANTIAGO PACIFICO,LAGUNA DE YURIRIA,LAGUNA DE YURIRIA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,6,4,101,23,45,1909,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGUNA DE YURIRIA""",20.101111,-101.395833
11011,CINCO SE??ORES,1962-2014,,SAN MIGUEL DE ALLENDE,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LA LAJA 1,RIO LAJA-PE??UELITAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,57,28,100,53,36,2062,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA LAJA 1""",20.957778,-100.893333
11012,CORONEO,"1962-2000, 2002-2014",,CORONEO,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LERMA 3,RIO TIGRE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,11,54,100,21,48,2271,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 3""",20.198333,-100.363333
11013,CORTAZAR,1961-2014,,CORTAZAR,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LA LAJA 2,RIO LAJA-CELAYA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,29,16,100,57,46,1730,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA LAJA 2""",20.487778,-100.962778
11014,CUERAMARO,1962-2014,,CUERAMARO,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LERMA 5,RIO TURBIO-CORRALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,20,37,32,101,40,33,1732,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LERMA 5""",20.625556,-101.675833
11015,CHARCAS,"1949, 1951-2014",,DOCTOR MORA,GUANAJUATO,LERMA SANTIAGO PACIFICO,RIO LA LAJA 1,RIO LAJA-PE??UELITAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,21,8,21,100,19,50,2114,"""TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA LAJA 1""",21.139167,-100.330556
