id_rh,anio,vmae,vaeas,dma,p,Nombre_rh,Area_Km2,PrecipitacionNormal,EscurrimientoNaturalMedioSuperficial,ImportacionesExportacionesOtrosPaises,EscurrimientoNaturalMedioSuperficialTotal,No_Cuencas
11,2012,7836.688,2518.241244949495,14342.728,12043.647985491045,Presidio-San Pedro,51717,819.02,8299.2,0,8299.2,23
11,2013,7735.96,583.927,13946.559000000001,13826.355723092804,Presidio-San Pedro,51717,819.02,8299.2,0,8299.2,23
11,2014,7735.96,583.927,13946.559000000001,13826.355723092804,Presidio-San Pedro,51717,819.02,8200.6,0,8200.6,23
11,2015,7735.96,583.927,13946.559000000001,13826.355723092804,Presidio-San Pedro,51717,819.02,8200.6,0,8200.6,23
11,2016,7799.871,5433.133,8180.584,8263.488297496346,Presidio-San Pedro,51717,819,8840.84303687693,0,8840.84303687693,26
11,2017,7799.871,5433.133,8180.584,8263.488297496346,Presidio-San Pedro,51717,819,8840.84303687693,0,8840.84303687693,26
11,2018,7799.871,5433.133,8180.584,8263.488297496346,Presidio-San Pedro,51717,819.02,8840.84303687693,0,8840.84303687693,26
11,2019,7799.871,5433.133,8180.584,8263.488297496346,Presidio-San Pedro,51717,819,8840.84303687693,0,8840.84303687693,26
11,2020,7829.456999999999,2815.546,8303.076,11637.93382674969,NA,NA,NA,NA,0,NA,NA
11,2021,7845.655753275953,2815.546,NA,11731.86976032065,NA,NA,NA,NA,0,NA,NA
11,2022,7928.690277533973,2815.546,NA,12213.383702901421,NA,NA,NA,NA,0,NA,NA
11,2023,8004.646003167359,2815.546,NA,12653.847970483253,NA,NA,NA,NA,0,NA,NA
12,2005,14435.15,22561.55,17979.893,18796.055213780885,NA,NA,NA,NA,0,NA,NA
12,2006,14435.15,22561.55,17979.893,18796.055213780885,Lerma-Santiago,132916,717.6760051,13842.4,0,13842.4,52
12,2007,14435.15,22561.55,17979.893,18796.055213780885,Lerma-Santiago,132916,723.2311502,13636.9,0,13636.9,52
12,2008,14435.15,22561.55,17979.893,18796.055213780885,Lerma-Santiago,132916,722.48384635,13636.9,0,13636.9,58
12,2009,14435.15,22561.55,17979.893,18796.055213780885,Lerma-Santiago,132916,723,13636.9,0,13636.9,58
12,2010,13488.95,27153.34,18001.313,15743.908874060398,Lerma-Santiago,132916,723,13210.770000000002,0,13210.770000000002,59
12,2011,13488.95,24482.243577422578,18001.143,12363.479308258735,Lerma-Santiago,132916,717.12,13211,0,13211,59
12,2012,13488.95,24482.243577422578,18001.143,12363.479308258735,Lerma-Santiago,132916,717.12,13210.8,0,13210.8,59
12,2013,13134.460000000001,24732.773,11874.483,9359.929606028381,Lerma-Santiago,132916,717.12,13210.8,0,13210.8,58
12,2014,13134.460000000001,24732.773,11874.483,9359.929606028381,Lerma-Santiago,132916,717.12,13179.7,0,13179.7,58
12,2015,13134.460000000001,24732.773,11874.483,9359.929606028381,Lerma-Santiago,132916,717.12,13179.7,0,13179.7,58
12,2016,13014.319,26067.173,7839.432,9923.296084298381,Lerma-Santiago,132916,717,13061.619196414,0,13061.619196414,58
