CLAVE,NOMBRE,PERIODO DE DATOS,CLAVE_OMM,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES,LAT_DGRADO,LONG_DGRADO
7168,TONALA (DGE),"1961-2009, 2012-2013",NA,TONALA,CHIAPAS,FRONTERA SUR,SANATENCO,RIO ZANATENCO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,16,5,3,93,44,38,55,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SANATENCO",16.084167,-93.743889
7172,UNION JUAREZ,"1951-1963, 1965-2016",NA,UNION JUAREZ,CHIAPAS,FRONTERA SUR,SUCHIATE,RIO SUCHIATE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,15,3,45,92,4,50,1300,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SUCHIATE",15.0625,-92.080556
7175,VILLAFLORES (SMN),"1933-1952, 1961-2016",NA,VILLAFLORES,CHIAPAS,FRONTERA SUR,SANTO DOMINGO,RIO SANTO DOMINGO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,16,13,44,93,15,45,554,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SANTO DOMINGO",16.228889,-93.2625
7178,YAMONHO,"1967-2002, 2010-2016",NA,TECPATAN,CHIAPAS,FRONTERA SUR,CHAPOPOTE,PRESA NEZAHUALCOYOTL,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,17,7,0,93,19,50,280,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CHAPOPOTE",17.116667,-93.330556
7182,ARRIAGA (DGE),"1961-1975, 2000-2006, 2009-2016",NA,ARRIAGA,CHIAPAS,FRONTERA SUR,LAS ARENAS,RIO LAS ARENAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,16,14,30,93,54,30,64,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAS ARENAS",16.241667,-93.908333
7191,MALPASO,1961-2016,NA,TAPACHULA,CHIAPAS,FRONTERA SUR,CAHOACÁN,RIO CAHUACAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,14,55,11,92,15,25,200,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CAHUACAN",14.919722,-92.256944
7200,TAPACHULA (DGE),"1952-2008, 2010-2016",NA,TAPACHULA,CHIAPAS,FRONTERA SUR,CAHOACÁN,RIO CAHUACAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,14,54,29,92,15,38,170,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CAHUACAN",14.908056,-92.260556
7201,TONALA (SMN),"1922-1924, 1926-1931, 1933-1938, 1954, 1959-1992, 1996-1999, 2001, 2012-2013",NA,TONALA,CHIAPAS,FRONTERA SUR,SANATENCO,RIO ZANATENCO,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,16,5,0,93,44,0,50,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SANATENCO",16.083333,-93.733333
7202,TUXTLA GUTIERREZ (DGE),"1951-1979, 2006-2016",NA,TUXTLA GUTIERREZ,CHIAPAS,FRONTERA SUR,TUXTLA GUTIÉRREZ,RIO SANTO DOMINGO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,16,45,10,93,7,0,543,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO TUXTLA GUTIERREZ",16.752778,-93.116667
7205,COMITAN (DGE),"1961-2014, 2016",NA,COMITAN DE DOMINGUEZ,CHIAPAS,FRONTERA SUR,COMITAN,RIO COMITAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,16,15,4,92,8,3,1630,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO COMITAN",16.251111,-92.134167
7224,CHICOMUSELO,"1975-2007, 2012-2016",NA,CHICOMUSELO,CHIAPAS,FRONTERA SUR,SAN MIGUEL,RIO SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,15,45,6,92,16,25,550,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SAN MIGUEL",15.751667,-92.273611
7226,REFORMA II,"1975-2008, 2010-2016",NA,LA CONCORDIA,CHIAPAS,FRONTERA SUR,PRESA LA CONCORDIA,RIO LA CONCORDIA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,15,54,0,92,56,0,700,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA LA CONCORDIA",15.9,-92.933333
7236,REVOLUCION MEXICANA,"1977-2006, 2010-2016",NA,VILLA CORZO,CHIAPAS,FRONTERA SUR,SAN PEDRO,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,16,9,47,93,4,35,540,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SAN PEDRO",16.163056,-93.076389
7329,CASCAJAL,1980-2016,NA,VENUSTIANO CARRANZA,CHIAPAS,FRONTERA SUR,AGUACATENCO,RIO AGUACATENCO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,16,18,32,92,29,10,650,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AGUACATENCO",16.308889,-92.486111
8004,BACHINIVA,1942-2012,NA,BACHINIVA,CHIHUAHUA,RIO BRAVO,RÍO  SANTA MARIA 1,PRESA LAS LAJAS,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,28,46,18,107,15,20,2017,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SANTA MARIA 1",28.771667,-107.255556
8019,MEOQUI (SMN),"1942-1951, 1953, 1955-1993",NA,MEOQUI,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 3,RIO MEOQUI,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,28,16,18,105,29,39,1150,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",28.271667,-105.494167
8025,CAMARGO (SMN),"1903-1912, 1922-1933, 1941-1986",NA,CAMARGO,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 3,RIO FLORIDO-CAMARGO,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,27,41,8,105,10,17,1223,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",27.685556,-105.171389
8026,CUAUHTEMOC,"1942-1943, 1945-1998, 2000, 2003",NA,CUAUHTEMOC,CHIHUAHUA,RIO BRAVO,LAGUNA DE BUSTILLOS,LAGUNA DE BUSTILLOS,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,28,24,18,106,52,0,1935,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGUNA DE BUSTILLOS",28.405,-106.866667
8027,DELICIAS (SMN),"1934-1968, 1970-1988",NA,DELICIAS,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 3,RIO MEOQUI,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,28,12,0,105,28,0,1170,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",28.2,-105.466667
8028,GUERRERO (SMN),"1904-1910, 1924, 1926-1984",NA,GUERRERO,CHIHUAHUA,NOROESTE,RÍO  YAQUI 1,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,28,32,45,107,29,3,2004,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",28.545833,-107.484167
8029,JIMENEZ (SMN),"1903-1913, 1944, 1947-1984",NA,JIMENEZ,CHIHUAHUA,CUENCAS CENTRALES DEL NORTE,RÍO  CONCHOS 3,RIO FLORIDO-CAMARGO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,27,8,26,104,54,49,1380,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",27.140556,-104.913611
8031,OJINAGA (SMN),"1922-1930, 1940-1984",NA,OJINAGA,CHIHUAHUA,RIO BRAVO,RÍO  BRAVO 3,RIO BRAVO-OJINAGA,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,29,33,52,104,24,59,800,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BRAVO 3",29.564444,-104.416389
8038,CREEL (CFE),"1928-1930, 1932-1933, 1941-1943, 1952-1977, 1981-2012",NA,BOCOYNA,CHIHUAHUA,RIO BRAVO,RÍO  FUERTE 1,RIO URIQUE,CLIMATOLOGICA,CFE,OPERANDO,27,45,0,107,38,15,2348,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",27.75,-107.6375
8044,DELICIAS (DGE),1961-2013,NA,DELICIAS,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 3,RIO MEOQUI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,28,11,39,105,27,49,1173,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",28.194167,-105.463611
8049,LUIS L. LEON,1964-2013,NA,ALDAMA,CHIHUAHUA,RIO BRAVO,RÍO  SAN PEDRO,PRESA EL GRANERO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,28,58,43,105,18,42,1080,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN PEDRO",28.978611,-105.311667
8059,EL TINTERO,1948-2013,NA,NAMIQUIPA,CHIHUAHUA,RIO BRAVO,RÍO  SANTA MARIA 1,PRESA EL TINTERO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,29,15,49,107,27,26,2450,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SANTA MARIA 1",29.263611,-107.457222
8062,ESCALON (SMN),1960-1994,NA,JIMENEZ,CHIHUAHUA,CUENCAS CENTRALES DEL NORTE,ARROYO LA INDIA - LAGUNA PALOMAS,ARROYO LA INDIA-ARROYO CERRO GORDO,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,26,44,30,104,20,17,1263,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO LA INDIA - LAGUNA PALOMAS",26.741667,-104.338056
8066,GALEANA,1946-1993,NA,GALEANA,CHIHUAHUA,RIO BRAVO,RÍO  SANTA MARIA 2,RIO SANTA MARIA-GALEANA,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,30,6,46,107,36,58,1430,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SANTA MARIA 2",30.112778,-107.616111
8071,GUACHOCHI (CFE),"1953-1956, 1959-1998",NA,GUACHOCHI,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO VERDE,CLIMATOLOGICA,CFE,SUSPENDIDA,26,49,10,107,4,12,2395,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",26.819444,-107.07
8074,GUAPOCA (CFE),1961-1998,NA,MADERA,CHIHUAHUA,NOROESTE,RÍO  YAQUI 1,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CFE,SUSPENDIDA,29,8,0,108,18,0,1385,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",29.133333,-108.3
8075,GUERACHIC (CFE),"1953-1958, 1960-1966, 1982-1984, 1986-1998",NA,GUACHOCHI,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO SAN MIGUEL,CLIMATOLOGICA,CFE,SUSPENDIDA,26,40,38,107,19,14,685,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",26.677222,-107.320556
8078,PRESA PARRAL,"1903-1912, 1921-1930, 1940-1951, 1953-1979, 1985-1993, 1995-1998, 2000, 2003",NA,SANTA BARBARA,CHIHUAHUA,RIO BRAVO,RÍO  PARRAL,RIO PARRAL,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,26,54,20,105,43,45,1770,"TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO SANTA BARBARA; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PARRAL",26.905556,-105.729167
8085,LA BOQUILLA,1949-2013,NA,SAN FRANCISCO DE CONCHOS,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 1,PRESA LA BOQUILLA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,27,32,38,105,24,43,1323,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 1",27.543889,-105.411944
8090,LA JUNTA,"1922-1930, 1936-1993, 1998-1999",NA,TEMOSACHIC,CHIHUAHUA,NOROESTE,RÍO  YAQUI 1,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,28,45,15,107,58,45,1685,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",28.754167,-107.979167
8091,LA TRASQUILA,1961-2000,NA,BUENAVENTURA,CHIHUAHUA,RIO BRAVO,RÍO  DEL CARMEN 1,RIO SANTA CLARA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,29,44,10,107,4,26,1600,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO DEL CARMEN 1",29.736111,-107.073889
8092,LAS BURRAS,1949-2000,NA,JULIMES,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 3,RIO CONCHOS-PROSETILLA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,28,30,54,105,25,50,1093,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",28.515,-105.430556
8102,MEOQUI (DGE),"1959, 1963-1989, 1992-2000, 2003, 2010-2012",NA,MEOQUI,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 3,RIO MEOQUI,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,28,16,0,105,29,0,1155,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",28.266667,-105.483333
8108,OJO CALIENTE,1937-1984,NA,CAMARGO,CHIHUAHUA,CUENCAS CENTRALES DEL NORTE,RÍO  CONCHOS 3,RIO CONCHOS-PROSETILLA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,27,42,0,105,13,0,1222,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",27.7,-105.216667
8113,PRESA CHIHUAHUA (SMN),1961-1980,NA,CHIHUAHUA,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 4,RIO CHUVISCAR,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,28,34,10,106,9,59,1532,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 4",28.569444,-106.166389
8121,SAMALAYUCA,1946-1999,NA,JUAREZ,CHIHUAHUA,RIO BRAVO,ARROYO ROMA,ARROYO ROMA,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,31,20,33,106,28,35,1246,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO ROMA",31.3425,-106.476389
8124,SAN IGNACIO,1966-1985,NA,BATOPILAS,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,26,50,59,107,50,36,340,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",26.849722,-107.843333
8142,TEMOSACHI (OBS),1982-2012,76220,TEMOSACHIC,CHIHUAHUA,NOROESTE,RÍO  YAQUI 1,RIO PAPIGOCHIC O AROS,OBSERVATORIO,CONAGUA-SMN,OPERANDO,28,57,0,107,49,0,1932,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",28.95,-107.816667
8153,VALLE DE ZARAGOZA (DGE),1971-2013,NA,VALLE DE ZARAGOZA,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 1,RIO CONCHOS-VALLE DE ZARAGOZA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,27,27,16,105,48,25,1350,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 1",27.454444,-105.806944
8156,VILLA CORONADO,1964-2013,NA,CORONADO,CHIHUAHUA,RIO BRAVO,RÍO  FLORIDO 3,RIO FLORIDO-JIMENEZ,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,44,19,105,9,36,1516,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FLORIDO 3",26.738611,-105.16
8161,BATOPILAS I (DGE),1961-1982,NA,BATOPILAS,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,27,0,0,107,45,0,570,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",27,-107.75
8162,CAMARGO (DGE),1986-2013,NA,CAMARGO,CHIHUAHUA,CUENCAS CENTRALES DEL NORTE,RÍO  CONCHOS 3,RIO FLORIDO-CAMARGO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,27,42,0,105,11,0,1250,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 3",27.7,-105.183333
8165,CHIHUAHUA,"1972-1984, 1987-1990, 1993, 2000-2013",NA,CHIHUAHUA,CHIHUAHUA,RIO BRAVO,RÍO  SAN PEDRO,RIO CHUVISCAR,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,28,38,0,106,5,0,1428,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN PEDRO",28.633333,-106.083333
8167,CHINIPAS (DGE),"1951, 1965-2012",NA,CHINIPAS,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO OTEROS,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,27,23,35,108,32,10,440,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",27.393056,-108.536111
8172,GUADALUPE Y CALVO (DGE),"1942-1943, 1946-1947, 1961-2012",NA,GUADALUPE Y CALVO,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO LOERA,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,26,6,30,106,58,30,2279,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",26.108333,-106.975
8184,NUEVO CASAS GRANDES (SMN),"1943-1977, 1980-1987",NA,NUEVO CASAS GRANDES,CHIHUAHUA,RIO BRAVO,RÍO  CASAS GRANDES 1,RIO CASAS GRANDES,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,30,24,48,107,54,45,1460,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CASAS GRANDES 1",30.413333,-107.9125
8192,URIQUE II (SMN),"1969-1987, 1994-2012",NA,URIQUE,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO URIQUE,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,27,10,0,107,55,0,763,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",27.166667,-107.916667
8202,PRESA FRANCISCO I. MADERO,1944-2012,NA,ROSALES,CHIHUAHUA,RIO BRAVO,RÍO  CONCHOS 2,RIO MEOQUI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,28,10,2,105,37,39,1242,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CONCHOS 2",28.167222,-105.6275
8213,JUAREZ (DGE),1986-2013,NA,JUAREZ,CHIHUAHUA,RIO BRAVO,RÍO  BRAVO 1,RIO BRAVO-CIUDAD JUAREZ,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,31,44,11,106,29,11,1135,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BRAVO 1",31.736389,-106.486389
8219,PEÑITAS,1920-2012,NA,MADERA,CHIHUAHUA,NOROESTE,RÍO  YAQUI 1,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,29,15,7,108,5,34,2135,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",29.251944,-108.092778
8266,BATOVIRA,"1975-1985, 1994-2012",NA,MAGUARICHI,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO OTEROS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,27,55,5,107,54,15,2160,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",27.918056,-107.904167
8270,LA MESA,1920-2012,NA,ALDAMA,CHIHUAHUA,RIO BRAVO,RÍO  SAN PEDRO,RIO CHUVISCAR,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,28,46,24,105,57,49,1250,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN PEDRO",28.773333,-105.963611
8283,JUAREZ (CILA),1959-1960,NA,JUAREZ,CHIHUAHUA,RIO BRAVO,RÍO  BRAVO 1,RIO BRAVO-CIUDAD JUAREZ,CLIMATOLOGICA,CILA,SUSPENDIDA,31,44,12,106,24,1,1120,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BRAVO 1",31.736667,-106.400278
8326,PRESA ABRAHAM GONZALEZ,1981-2012,NA,GUERRERO,CHIHUAHUA,NOROESTE,RÍO  YAQUI 1,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,28,30,5,107,28,12,2000,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",28.501389,-107.47
8332,LAS LAJAS,"1983-1987, 1990-2013",NA,BUENAVENTURA,CHIHUAHUA,RIO BRAVO,RÍO  DEL CARMEN 2,RIO DEL CARMEN,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,30,3,17,106,54,25,1450,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO DEL CARMEN 2",30.054722,-106.906944
8341,BATOPILAS II (DGE),1983-2012,NA,BATOPILAS,CHIHUAHUA,PACIFICO NORTE,RÍO  FUERTE 1,RIO SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,27,1,36,107,44,22,570,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO FUERTE 1",27.026667,-107.739444
8352,BASASEACHIC,1983-2007,NA,OCAMPO,CHIHUAHUA,NOROESTE,RÍO  MAYO 1,RIO CANDAMEÑA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,28,10,58,108,12,50,2000,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO MAYO 1",28.182778,-108.213889
8353,YEPACHIC,1992-2007,NA,TEMOSACHIC,CHIHUAHUA,NOROESTE,RÍO  YAQUI 1,RIO MULATOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,28,25,18,108,25,18,1790,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO YAQUI 1",28.421667,-108.421667
9020,DESVIACION ALTA AL PEDREGAL,"1952-2008, 2010-2015",NA,TLALPAN,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,XOCHIMILCO,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,17,49,99,10,56,2296,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO XOCHIMILCO",19.296944,-99.182222
9029,GRAN CANAL KM. 06+250,"1952-2008, 2010-2015",NA,GUSTAVO A. MADERO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,CUIDAD DE MEXICO,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,28,36,99,5,29,2239,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CUIDAD DE MEXICO",19.476667,-99.091389
9032,MILPA ALTA,"1929-1932, 1941-1945, 1955-1990, 1992-1998, 2002-2008, 2010-2015",NA,MILPA ALTA,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RÍO  LA COMPANIA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,11,26,99,1,19,2420,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LA COMPANIA",19.190556,-99.021944
9043,SAN JUAN DE ARAGON,"1953-1988, 1991-2008, 2010-2015",NA,GUSTAVO A. MADERO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,CUIDAD DE MEXICO,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,27,55,99,4,45,2240,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CUIDAD DE MEXICO",19.465278,-99.079167
10004,CAÑON FERNANDEZ,"1944-1949, 1951, 1963-2007, 2009",NA,CUENCAME,DURANGO,CUENCAS CENTRALES DEL NORTE,PRESA FRANCISCO ZARCO,PRESA FRANCISCO ZARCO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,15,55,103,46,25,1200,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO PRESA FRANCISCO ZARCO",25.265278,-103.773611
10005,CEBALLOS,"1956-1988, 1990-2009",NA,MAPIMI,DURANGO,CUENCAS CENTRALES DEL NORTE,ARROYO LA INDIA - LAGUNA PALOMAS,ARROYO LA INDIA-ARROYO CERRO GORDO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,26,19,26,104,21,4,1188,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO LA INDIA - LAGUNA PALOMAS",26.323889,-104.351111
